customer_id,ingresos,margen_ratio,frecuencia,anios_relacion,cltv,dias_ultima_compra,estado_churn,items_comprados,items_devueltos,return_rate,cluster,cluster_label,churn_proba
5194,449.97,0.4,1,1.0,180.0,86,Activo,1,0,0.0,1,Regular Activo,
1683,449.7,0.4,1,1.0,179.88,53,Activo,1,0,0.0,1,Regular Activo,
1220,449.7,0.4,1,1.0,179.88,971,Perdido,1,0,0.0,0,Perdido,0.9997
4600,449.7,0.4,1,1.0,179.88,1361,Perdido,1,0,0.0,0,Perdido,0.9997
3610,419.97,0.4,1,1.0,168.0,1750,Perdido,1,0,0.0,0,Perdido,0.9997
923,419.97,0.4,1,1.0,168.0,986,Perdido,1,0,0.0,0,Perdido,0.9997
1785,419.97,0.4,1,1.0,168.0,103,Activo,1,0,0.0,1,Regular Activo,
2325,419.97,0.4,1,1.0,168.0,978,Perdido,1,1,1.0,3,Devolutivo,0.9994
5741,419.97,0.4,1,1.0,168.0,420,Perdido,1,0,0.0,1,Regular Activo,
1843,419.97,0.4,1,1.0,168.0,504,Perdido,1,0,0.0,1,Regular Activo,
3613,419.97,0.4,1,1.0,168.0,1322,Perdido,1,0,0.0,0,Perdido,0.9997
5734,419.97,0.4,1,1.0,168.0,1804,Perdido,1,0,0.0,0,Perdido,0.9997
1892,399.99,0.4,1,1.0,160.0,955,Perdido,1,0,0.0,0,Perdido,0.9997
1316,399.99,0.4,1,1.0,160.0,9,Activo,1,0,0.0,1,Regular Activo,
3922,399.99,0.4,1,1.0,160.0,872,Perdido,1,0,0.0,0,Perdido,0.9998
2569,399.99,0.4,1,1.0,160.0,92,Activo,1,0,0.0,1,Regular Activo,
1289,399.99,0.4,1,1.0,160.0,91,Activo,1,0,0.0,1,Regular Activo,
1579,399.99,0.4,1,1.0,160.0,8,Activo,1,0,0.0,1,Regular Activo,
5389,399.99,0.4,1,1.0,160.0,1765,Perdido,1,0,0.0,0,Perdido,0.9997
5144,399.98,0.4,1,1.0,160.0,400,Perdido,1,0,0.0,1,Regular Activo,
3563,399.98,0.4,1,1.0,160.0,1797,Perdido,1,0,0.0,0,Perdido,0.9997
4787,399.98,0.4,1,1.0,160.0,384,Perdido,1,0,0.0,1,Regular Activo,
4258,399.98,0.4,1,1.0,160.0,1338,Perdido,1,0,0.0,0,Perdido,0.9997
3470,399.98,0.4,1,1.0,160.0,386,Perdido,1,0,0.0,1,Regular Activo,
1593,399.99,0.4,1,1.0,160.0,90,Activo,1,0,0.0,1,Regular Activo,
4844,399.99,0.4,1,1.0,160.0,1346,Perdido,1,0,0.0,0,Perdido,0.9997
4216,399.99,0.4,1,1.0,160.0,61,Activo,1,0,0.0,1,Regular Activo,
1147,399.98,0.4,1,1.0,160.0,1395,Perdido,1,0,0.0,0,Perdido,0.9997
5317,399.98,0.4,1,1.0,160.0,1322,Perdido,1,0,0.0,0,Perdido,0.9997
5566,399.98,0.4,1,1.0,160.0,1291,Perdido,1,0,0.0,0,Perdido,0.9997
3451,399.98,0.4,1,1.0,160.0,383,Perdido,1,0,0.0,1,Regular Activo,
4027,399.99,0.4,1,1.0,160.0,1784,Perdido,1,0,0.0,0,Perdido,0.9997
1511,399.99,0.4,1,1.0,160.0,57,Activo,1,0,0.0,1,Regular Activo,
4137,399.99,0.4,1,1.0,160.0,422,Perdido,1,1,1.0,3,Devolutivo,
4340,399.98,0.4,1,1.0,160.0,1798,Perdido,1,0,0.0,0,Perdido,0.9997
3250,399.98,0.4,1,1.0,160.0,374,Perdido,1,0,0.0,1,Regular Activo,
5586,399.98,0.4,1,1.0,160.0,406,Perdido,1,0,0.0,1,Regular Activo,
5532,399.99,0.4,1,1.0,160.0,1759,Perdido,1,1,1.0,3,Devolutivo,0.9994
3472,399.99,0.4,1,1.0,160.0,1347,Perdido,1,0,0.0,0,Perdido,0.9997
5501,399.99,0.4,1,1.0,160.0,1309,Perdido,1,0,0.0,0,Perdido,0.9997
5593,399.98,0.4,1,1.0,160.0,412,Perdido,1,0,0.0,1,Regular Activo,
1793,399.98,0.4,1,1.0,160.0,103,Activo,1,0,0.0,1,Regular Activo,
2108,399.98,0.4,1,1.0,160.0,1,Activo,1,0,0.0,1,Regular Activo,
5066,399.98,0.4,1,1.0,160.0,1360,Perdido,1,1,1.0,3,Devolutivo,0.9994
1448,399.98,0.4,1,1.0,160.0,49,Activo,1,0,0.0,1,Regular Activo,
2478,399.98,0.4,1,1.0,160.0,11,Activo,1,0,0.0,1,Regular Activo,
5079,399.98,0.4,1,1.0,160.0,410,Perdido,1,0,0.0,1,Regular Activo,
3731,399.99,0.4,1,1.0,160.0,113,Activo,1,1,1.0,3,Devolutivo,
4734,399.99,0.4,1,1.0,160.0,1812,Perdido,1,0,0.0,0,Perdido,0.9997
2792,399.99,0.4,1,1.0,160.0,92,Activo,1,0,0.0,1,Regular Activo,
2777,399.99,0.4,1,1.0,160.0,118,Activo,1,0,0.0,1,Regular Activo,
4976,399.99,0.4,1,1.0,160.0,373,Perdido,1,0,0.0,1,Regular Activo,
4061,399.99,0.4,1,1.0,160.0,902,Perdido,1,0,0.0,0,Perdido,0.9997
3567,399.99,0.4,1,1.0,160.0,903,Perdido,1,0,0.0,0,Perdido,0.9997
3679,399.99,0.4,1,1.0,160.0,1769,Perdido,1,0,0.0,0,Perdido,0.9997
2872,399.99,0.4,1,1.0,160.0,1787,Perdido,1,0,0.0,0,Perdido,0.9997
4647,399.99,0.4,1,1.0,160.0,383,Perdido,1,0,0.0,1,Regular Activo,
5633,399.99,0.4,1,1.0,160.0,380,Perdido,1,0,0.0,1,Regular Activo,
3286,399.99,0.4,1,1.0,160.0,900,Perdido,1,0,0.0,0,Perdido,0.9997
1330,399.99,0.4,1,1.0,160.0,526,Perdido,1,0,0.0,1,Regular Activo,
2228,399.99,0.4,1,1.0,160.0,100,Activo,1,0,0.0,1,Regular Activo,
4279,399.99,0.4,1,1.0,160.0,369,Perdido,1,0,0.0,1,Regular Activo,
1905,399.99,0.4,1,1.0,160.0,511,Perdido,1,0,0.0,1,Regular Activo,
2876,399.99,0.4,1,1.0,160.0,96,Activo,1,0,0.0,1,Regular Activo,
5096,399.99,0.4,1,1.0,160.0,890,Perdido,1,0,0.0,0,Perdido,0.9998
4951,399.99,0.4,1,1.0,160.0,1311,Perdido,1,1,1.0,3,Devolutivo,0.9994
2830,399.99,0.4,1,1.0,160.0,1754,Perdido,1,0,0.0,0,Perdido,0.9997
5114,399.99,0.4,1,1.0,160.0,103,Activo,1,0,0.0,1,Regular Activo,
5120,399.99,0.4,1,1.0,160.0,66,Activo,1,0,0.0,1,Regular Activo,
765,399.99,0.4,1,1.0,160.0,54,Activo,1,0,0.0,1,Regular Activo,
5225,399.99,0.4,1,1.0,160.0,381,Perdido,1,1,1.0,3,Devolutivo,
1972,399.99,0.4,1,1.0,160.0,1403,Perdido,1,0,0.0,0,Perdido,0.9997
2452,399.99,0.4,1,1.0,160.0,487,Perdido,1,0,0.0,1,Regular Activo,
1642,399.99,0.4,1,1.0,160.0,1385,Perdido,1,0,0.0,0,Perdido,0.9997
2426,399.99,0.4,1,1.0,160.0,1451,Perdido,1,0,0.0,0,Perdido,0.9997
5475,399.99,0.4,1,1.0,160.0,858,Perdido,1,0,0.0,0,Perdido,0.9998
3707,399.99,0.4,1,1.0,160.0,907,Perdido,1,0,0.0,0,Perdido,0.9997
2362,399.99,0.4,1,1.0,160.0,1448,Perdido,1,0,0.0,0,Perdido,0.9997
988,399.99,0.4,1,1.0,160.0,41,Activo,1,0,0.0,1,Regular Activo,
1315,399.99,0.4,1,1.0,160.0,28,Activo,1,0,0.0,1,Regular Activo,
4634,399.99,0.4,1,1.0,160.0,403,Perdido,1,0,0.0,1,Regular Activo,
3441,399.99,0.4,1,1.0,160.0,112,Activo,1,0,0.0,1,Regular Activo,
5476,399.99,0.4,1,1.0,160.0,113,Activo,1,0,0.0,1,Regular Activo,
3617,399.99,0.4,1,1.0,160.0,1824,Perdido,1,0,0.0,0,Perdido,0.9997
3599,399.99,0.4,1,1.0,160.0,117,Activo,1,0,0.0,1,Regular Activo,
3406,399.99,0.4,1,1.0,160.0,101,Activo,1,0,0.0,1,Regular Activo,
2238,399.99,0.4,1,1.0,160.0,944,Perdido,1,0,0.0,0,Perdido,0.9997
2587,399.99,0.4,1,1.0,160.0,1427,Perdido,1,0,0.0,0,Perdido,0.9997
4562,399.99,0.4,1,1.0,160.0,62,Activo,1,0,0.0,1,Regular Activo,
889,399.99,0.4,1,1.0,160.0,50,Activo,1,1,1.0,3,Devolutivo,
1643,399.99,0.4,1,1.0,160.0,1427,Perdido,1,0,0.0,0,Perdido,0.9997
1006,399.99,0.4,1,1.0,160.0,1453,Perdido,1,0,0.0,0,Perdido,0.9997
5105,399.99,0.4,1,1.0,160.0,380,Perdido,1,0,0.0,1,Regular Activo,
1386,399.99,0.4,1,1.0,160.0,6,Activo,1,0,0.0,1,Regular Activo,
4930,399.99,0.4,1,1.0,160.0,897,Perdido,1,0,0.0,0,Perdido,0.9997
1485,399.99,0.4,1,1.0,160.0,938,Perdido,1,0,0.0,0,Perdido,0.9997
3228,399.99,0.4,1,1.0,160.0,415,Perdido,1,0,0.0,1,Regular Activo,
4803,399.99,0.4,1,1.0,160.0,878,Perdido,1,0,0.0,0,Perdido,0.9998
3170,399.99,0.4,1,1.0,160.0,67,Activo,1,0,0.0,1,Regular Activo,
1500,399.99,0.4,1,1.0,160.0,515,Perdido,1,0,0.0,1,Regular Activo,
4232,399.99,0.4,1,1.0,160.0,912,Perdido,1,0,0.0,0,Perdido,0.9997
1158,399.99,0.4,1,1.0,160.0,939,Perdido,1,0,0.0,0,Perdido,0.9997
2539,399.99,0.4,1,1.0,160.0,45,Activo,1,0,0.0,1,Regular Activo,
3759,399.99,0.4,1,1.0,160.0,115,Activo,1,0,0.0,1,Regular Activo,
3763,399.99,0.4,1,1.0,160.0,906,Perdido,1,0,0.0,0,Perdido,0.9997
1209,399.99,0.4,1,1.0,160.0,37,Activo,1,0,0.0,1,Regular Activo,
1921,399.99,0.4,1,1.0,160.0,916,Perdido,1,0,0.0,0,Perdido,0.9997
5585,399.99,0.4,1,1.0,160.0,80,Activo,1,0,0.0,1,Regular Activo,
5129,399.99,0.4,1,1.0,160.0,403,Perdido,1,0,0.0,1,Regular Activo,
3786,399.99,0.4,1,1.0,160.0,399,Perdido,1,0,0.0,1,Regular Activo,
753,399.99,0.4,1,1.0,160.0,103,Activo,1,0,0.0,1,Regular Activo,
3834,399.99,0.4,1,1.0,160.0,63,Activo,1,0,0.0,1,Regular Activo,
3855,399.8,0.4,1,1.0,159.92,1768,Perdido,1,0,0.0,0,Perdido,0.9997
5342,399.8,0.4,1,1.0,159.92,1298,Perdido,1,1,1.0,3,Devolutivo,0.9994
5696,399.8,0.4,1,1.0,159.92,1364,Perdido,1,0,0.0,0,Perdido,0.9997
1425,399.8,0.4,1,1.0,159.92,940,Perdido,1,0,0.0,0,Perdido,0.9997
1777,399.8,0.4,1,1.0,159.92,505,Perdido,1,0,0.0,1,Regular Activo,
3446,399.8,0.4,1,1.0,159.92,1784,Perdido,1,0,0.0,0,Perdido,0.9997
2039,399.8,0.4,1,1.0,159.92,516,Perdido,1,0,0.0,1,Regular Activo,
1091,399.8,0.4,1,1.0,159.92,77,Activo,1,0,0.0,1,Regular Activo,
4693,399.8,0.4,1,1.0,159.92,1356,Perdido,1,0,0.0,0,Perdido,0.9997
3186,399.8,0.4,1,1.0,159.92,1338,Perdido,1,0,0.0,0,Perdido,0.9997
2121,399.8,0.4,1,1.0,159.92,96,Activo,1,0,0.0,1,Regular Activo,
2935,399.8,0.4,1,1.0,159.92,85,Activo,1,0,0.0,1,Regular Activo,
3280,399.8,0.4,1,1.0,159.92,1333,Perdido,1,0,0.0,0,Perdido,0.9997
5401,399.8,0.4,1,1.0,159.92,1758,Perdido,1,0,0.0,0,Perdido,0.9997
3468,399.8,0.4,1,1.0,159.92,854,Perdido,1,0,0.0,0,Perdido,0.9998
5507,399.8,0.4,1,1.0,159.92,1767,Perdido,1,0,0.0,0,Perdido,0.9997
1748,399.8,0.4,1,1.0,159.92,1454,Perdido,1,0,0.0,0,Perdido,0.9997
4612,399.8,0.4,1,1.0,159.92,65,Activo,1,0,0.0,1,Regular Activo,
5108,399.8,0.4,1,1.0,159.92,1336,Perdido,1,0,0.0,0,Perdido,0.9997
4490,399.8,0.4,1,1.0,159.92,367,Perdido,1,0,0.0,1,Regular Activo,
3597,399.8,0.4,1,1.0,159.92,1746,Perdido,1,0,0.0,0,Perdido,0.9997
984,399.8,0.4,1,1.0,159.92,1447,Perdido,1,0,0.0,0,Perdido,0.9997
4576,399.8,0.4,1,1.0,159.92,1311,Perdido,1,0,0.0,0,Perdido,0.9997
4582,399.8,0.4,1,1.0,159.92,100,Activo,1,0,0.0,1,Regular Activo,
5148,399.8,0.4,1,1.0,159.92,1803,Perdido,1,0,0.0,0,Perdido,0.9997
2450,399.8,0.4,1,1.0,159.92,90,Activo,1,0,0.0,1,Regular Activo,
4442,399.8,0.4,1,1.0,159.92,1294,Perdido,1,0,0.0,0,Perdido,0.9997
1761,399.8,0.4,1,1.0,159.92,1426,Perdido,1,0,0.0,0,Perdido,0.9997
3665,399.8,0.4,1,1.0,159.92,882,Perdido,1,0,0.0,0,Perdido,0.9998
4739,399.8,0.4,1,1.0,159.92,878,Perdido,1,1,1.0,3,Devolutivo,0.9996
4655,399.8,0.4,1,1.0,159.92,889,Perdido,1,0,0.0,0,Perdido,0.9998
5427,399.8,0.4,1,1.0,159.92,97,Activo,1,0,0.0,1,Regular Activo,
3968,399.8,0.4,1,1.0,159.92,371,Perdido,1,0,0.0,1,Regular Activo,
3253,399.8,0.4,1,1.0,159.92,408,Perdido,1,0,0.0,1,Regular Activo,
3379,399.8,0.4,1,1.0,159.92,68,Activo,1,0,0.0,1,Regular Activo,
2577,399.8,0.4,1,1.0,159.92,1397,Perdido,1,0,0.0,0,Perdido,0.9997
1210,399.8,0.4,1,1.0,159.92,918,Perdido,1,0,0.0,0,Perdido,0.9997
3776,399.8,0.4,1,1.0,159.92,110,Activo,1,0,0.0,1,Regular Activo,
1931,399.8,0.4,1,1.0,159.92,987,Perdido,1,0,0.0,0,Perdido,0.9997
2916,399.8,0.4,1,1.0,159.92,1286,Perdido,1,0,0.0,0,Perdido,0.9997
5622,389.97,0.4,1,1.0,156.0,100,Activo,1,0,0.0,1,Regular Activo,
2678,389.97,0.4,1,1.0,156.0,489,Perdido,1,0,0.0,1,Regular Activo,
2513,389.97,0.4,1,1.0,156.0,19,Activo,1,0,0.0,1,Regular Activo,
2817,389.97,0.4,1,1.0,156.0,1300,Perdido,1,0,0.0,0,Perdido,0.9997
5349,389.97,0.4,1,1.0,156.0,897,Perdido,1,0,0.0,0,Perdido,0.9997
4390,389.97,0.4,1,1.0,156.0,1764,Perdido,1,0,0.0,0,Perdido,0.9997
5127,389.97,0.4,1,1.0,156.0,1289,Perdido,1,0,0.0,0,Perdido,0.9997
1524,389.97,0.4,1,1.0,156.0,116,Activo,1,0,0.0,1,Regular Activo,
1359,389.97,0.4,1,1.0,156.0,40,Activo,1,0,0.0,1,Regular Activo,
1434,389.97,0.4,1,1.0,156.0,9,Activo,1,0,0.0,1,Regular Activo,
4182,389.97,0.4,1,1.0,156.0,1776,Perdido,1,0,0.0,0,Perdido,0.9997
5654,389.97,0.4,1,1.0,156.0,1366,Perdido,1,0,0.0,0,Perdido,0.9997
758,389.97,0.4,1,1.0,156.0,986,Perdido,1,0,0.0,0,Perdido,0.9997
4035,389.97,0.4,1,1.0,156.0,894,Perdido,1,1,1.0,3,Devolutivo,0.9995
3447,389.97,0.4,1,1.0,156.0,1358,Perdido,1,0,0.0,0,Perdido,0.9997
2436,389.7,0.4,1,1.0,155.88,940,Perdido,1,0,0.0,0,Perdido,0.9997
4952,389.7,0.4,1,1.0,155.88,1755,Perdido,1,0,0.0,0,Perdido,0.9997
3701,389.7,0.4,1,1.0,155.88,400,Perdido,1,0,0.0,1,Regular Activo,
2370,389.7,0.4,1,1.0,155.88,1436,Perdido,1,0,0.0,0,Perdido,0.9997
3940,389.7,0.4,1,1.0,155.88,368,Perdido,1,0,0.0,1,Regular Activo,
1974,389.7,0.4,1,1.0,155.88,54,Activo,1,0,0.0,1,Regular Activo,
5069,389.7,0.4,1,1.0,155.88,1305,Perdido,1,0,0.0,0,Perdido,0.9997
5681,389.7,0.4,1,1.0,155.88,101,Activo,1,0,0.0,1,Regular Activo,
1656,389.7,0.4,1,1.0,155.88,82,Activo,1,1,1.0,3,Devolutivo,
3215,389.7,0.4,1,1.0,155.88,1806,Perdido,1,0,0.0,0,Perdido,0.9997
1145,389.7,0.4,1,1.0,155.88,56,Activo,1,0,0.0,1,Regular Activo,
949,379.98,0.4,1,1.0,152.0,89,Activo,1,0,0.0,1,Regular Activo,
4848,379.98,0.4,1,1.0,152.0,404,Perdido,1,0,0.0,1,Regular Activo,
5302,379.98,0.4,1,1.0,152.0,373,Perdido,1,0,0.0,1,Regular Activo,
1702,379.98,0.4,1,1.0,152.0,105,Activo,1,0,0.0,1,Regular Activo,
5340,379.98,0.4,1,1.0,152.0,908,Perdido,1,0,0.0,0,Perdido,0.9997
4113,379.98,0.4,1,1.0,152.0,1359,Perdido,1,1,1.0,3,Devolutivo,0.9994
3562,379.98,0.4,1,1.0,152.0,100,Activo,1,2,2.0,3,Devolutivo,
1487,379.98,0.4,1,1.0,152.0,106,Activo,1,0,0.0,1,Regular Activo,
832,379.98,0.4,1,1.0,152.0,79,Activo,1,0,0.0,1,Regular Activo,
2007,379.98,0.4,1,1.0,152.0,27,Activo,1,0,0.0,1,Regular Activo,
1894,379.98,0.4,1,1.0,152.0,17,Activo,1,0,0.0,1,Regular Activo,
4353,379.98,0.4,1,1.0,152.0,381,Perdido,1,1,1.0,3,Devolutivo,
4432,379.98,0.4,1,1.0,152.0,1333,Perdido,1,0,0.0,0,Perdido,0.9997
3612,379.98,0.4,1,1.0,152.0,1787,Perdido,1,0,0.0,0,Perdido,0.9997
5691,379.98,0.4,1,1.0,152.0,1359,Perdido,1,1,1.0,3,Devolutivo,0.9994
4244,379.98,0.4,1,1.0,152.0,1297,Perdido,1,0,0.0,0,Perdido,0.9997
3910,379.98,0.4,1,1.0,152.0,386,Perdido,1,0,0.0,1,Regular Activo,
4941,379.98,0.4,1,1.0,152.0,1363,Perdido,1,0,0.0,0,Perdido,0.9997
5279,379.98,0.4,1,1.0,152.0,885,Perdido,1,0,0.0,0,Perdido,0.9998
1952,379.98,0.4,1,1.0,152.0,78,Activo,1,0,0.0,1,Regular Activo,
840,379.98,0.4,1,1.0,152.0,934,Perdido,1,1,1.0,3,Devolutivo,0.9994
835,379.98,0.4,1,1.0,152.0,31,Activo,1,0,0.0,1,Regular Activo,
4798,379.98,0.4,1,1.0,152.0,113,Activo,1,0,0.0,1,Regular Activo,
4874,379.98,0.4,1,1.0,152.0,1792,Perdido,1,0,0.0,0,Perdido,0.9997
5567,379.98,0.4,1,1.0,152.0,383,Perdido,1,0,0.0,1,Regular Activo,
4623,379.98,0.4,1,1.0,152.0,380,Perdido,1,0,0.0,1,Regular Activo,
1561,379.98,0.4,1,1.0,152.0,1437,Perdido,1,0,0.0,0,Perdido,0.9997
5650,359.98,0.4,1,1.0,144.0,370,Perdido,1,0,0.0,1,Regular Activo,
3412,359.98,0.4,1,1.0,144.0,1793,Perdido,1,0,0.0,0,Perdido,0.9997
2605,359.98,0.4,1,1.0,144.0,67,Activo,1,0,0.0,1,Regular Activo,
2462,359.98,0.4,1,1.0,144.0,487,Perdido,1,0,0.0,1,Regular Activo,
4515,359.98,0.4,1,1.0,144.0,899,Perdido,1,0,0.0,0,Perdido,0.9997
2630,359.98,0.4,1,1.0,144.0,24,Activo,1,0,0.0,1,Regular Activo,
3884,359.98,0.4,1,1.0,144.0,1285,Perdido,1,0,0.0,0,Perdido,0.9997
3494,359.98,0.4,1,1.0,144.0,1352,Perdido,1,0,0.0,0,Perdido,0.9997
4125,359.98,0.4,1,1.0,144.0,1785,Perdido,1,0,0.0,0,Perdido,0.9997
874,359.98,0.4,1,1.0,144.0,1455,Perdido,1,0,0.0,0,Perdido,0.9997
4133,359.98,0.4,1,1.0,144.0,1821,Perdido,1,0,0.0,0,Perdido,0.9997
2032,359.98,0.4,1,1.0,144.0,938,Perdido,1,0,0.0,0,Perdido,0.9997
2104,359.98,0.4,1,1.0,144.0,502,Perdido,1,0,0.0,1,Regular Activo,
1900,359.98,0.4,1,1.0,144.0,958,Perdido,1,0,0.0,0,Perdido,0.9997
5266,359.98,0.4,1,1.0,144.0,406,Perdido,1,0,0.0,1,Regular Activo,
5012,359.98,0.4,1,1.0,144.0,1823,Perdido,1,0,0.0,0,Perdido,0.9997
1557,359.98,0.4,1,1.0,144.0,936,Perdido,1,0,0.0,0,Perdido,0.9997
3026,359.98,0.4,1,1.0,144.0,75,Activo,1,0,0.0,1,Regular Activo,
4833,359.97,0.4,1,1.0,144.0,383,Perdido,1,0,0.0,1,Regular Activo,
3907,359.97,0.4,1,1.0,144.0,85,Activo,1,0,0.0,1,Regular Activo,
1736,359.97,0.4,1,1.0,144.0,5,Activo,1,0,0.0,1,Regular Activo,
3983,359.97,0.4,1,1.0,144.0,876,Perdido,1,0,0.0,0,Perdido,0.9998
4573,359.97,0.4,1,1.0,144.0,878,Perdido,1,0,0.0,0,Perdido,0.9998
4598,359.97,0.4,1,1.0,144.0,105,Activo,1,0,0.0,1,Regular Activo,
1962,359.97,0.4,1,1.0,144.0,1385,Perdido,1,0,0.0,0,Perdido,0.9997
4168,359.98,0.4,1,1.0,144.0,1316,Perdido,1,0,0.0,0,Perdido,0.9997
2062,359.98,0.4,1,1.0,144.0,489,Perdido,1,0,0.0,1,Regular Activo,
5523,359.98,0.4,1,1.0,144.0,1314,Perdido,1,0,0.0,0,Perdido,0.9997
3556,359.98,0.4,1,1.0,144.0,1768,Perdido,1,0,0.0,0,Perdido,0.9997
1263,359.98,0.4,1,1.0,144.0,954,Perdido,1,0,0.0,0,Perdido,0.9997
5333,359.98,0.4,1,1.0,144.0,1335,Perdido,1,0,0.0,0,Perdido,0.9997
4245,359.98,0.4,1,1.0,144.0,902,Perdido,1,0,0.0,0,Perdido,0.9997
2884,359.98,0.4,1,1.0,144.0,120,Activo,1,0,0.0,1,Regular Activo,
3706,359.98,0.4,1,1.0,144.0,108,Activo,1,0,0.0,1,Regular Activo,
4430,359.98,0.4,1,1.0,144.0,884,Perdido,1,0,0.0,0,Perdido,0.9998
1756,359.98,0.4,1,1.0,144.0,1437,Perdido,1,0,0.0,0,Perdido,0.9997
3695,359.98,0.4,1,1.0,144.0,1332,Perdido,1,0,0.0,0,Perdido,0.9997
5167,359.98,0.4,1,1.0,144.0,90,Activo,1,0,0.0,1,Regular Activo,
1217,359.98,0.4,1,1.0,144.0,42,Activo,1,0,0.0,1,Regular Activo,
950,359.98,0.4,1,1.0,144.0,85,Activo,1,0,0.0,1,Regular Activo,
2638,359.98,0.4,1,1.0,144.0,493,Perdido,1,0,0.0,1,Regular Activo,
1104,349.99,0.4,1,1.0,140.0,27,Activo,1,0,0.0,1,Regular Activo,
2079,349.99,0.4,1,1.0,140.0,26,Activo,1,0,0.0,1,Regular Activo,
4235,349.99,0.4,1,1.0,140.0,860,Perdido,1,0,0.0,0,Perdido,0.9998
2157,349.99,0.4,1,1.0,140.0,915,Perdido,1,0,0.0,0,Perdido,0.9997
5363,349.99,0.4,1,1.0,140.0,1755,Perdido,1,0,0.0,0,Perdido,0.9997
4420,349.99,0.4,1,1.0,140.0,872,Perdido,1,0,0.0,0,Perdido,0.9998
2319,349.99,0.4,1,1.0,140.0,966,Perdido,1,0,0.0,0,Perdido,0.9997
3809,349.99,0.4,1,1.0,140.0,1802,Perdido,1,0,0.0,0,Perdido,0.9997
4184,349.99,0.4,1,1.0,140.0,1349,Perdido,1,0,0.0,0,Perdido,0.9997
4932,349.99,0.4,1,1.0,140.0,1306,Perdido,1,0,0.0,0,Perdido,0.9997
1012,349.99,0.4,1,1.0,140.0,102,Activo,1,0,0.0,1,Regular Activo,
3778,349.99,0.4,1,1.0,140.0,1347,Perdido,1,1,1.0,3,Devolutivo,0.9994
1744,349.99,0.4,1,1.0,140.0,514,Perdido,1,1,1.0,3,Devolutivo,
3691,349.99,0.4,1,1.0,140.0,858,Perdido,1,0,0.0,0,Perdido,0.9998
5450,349.99,0.4,1,1.0,140.0,1367,Perdido,1,0,0.0,0,Perdido,0.9997
2361,349.99,0.4,1,1.0,140.0,82,Activo,1,0,0.0,1,Regular Activo,
1431,349.99,0.4,1,1.0,140.0,1413,Perdido,1,0,0.0,0,Perdido,0.9997
4910,349.99,0.4,1,1.0,140.0,106,Activo,1,0,0.0,1,Regular Activo,
4913,349.99,0.4,1,1.0,140.0,373,Perdido,1,0,0.0,1,Regular Activo,
2954,349.99,0.4,1,1.0,140.0,63,Activo,1,0,0.0,1,Regular Activo,
803,349.99,0.4,1,1.0,140.0,990,Perdido,1,0,0.0,0,Perdido,0.9997
823,349.99,0.4,1,1.0,140.0,1441,Perdido,1,1,1.0,3,Devolutivo,0.9994
5146,349.99,0.4,1,1.0,140.0,391,Perdido,1,1,1.0,3,Devolutivo,
3775,349.99,0.4,1,1.0,140.0,408,Perdido,1,0,0.0,1,Regular Activo,
1550,349.99,0.4,1,1.0,140.0,980,Perdido,1,0,0.0,0,Perdido,0.9997
4719,349.99,0.4,1,1.0,140.0,880,Perdido,1,0,0.0,0,Perdido,0.9998
5400,349.99,0.4,1,1.0,140.0,1283,Perdido,1,0,0.0,0,Perdido,0.9997
3741,349.99,0.4,1,1.0,140.0,401,Perdido,1,0,0.0,1,Regular Activo,
1844,349.99,0.4,1,1.0,140.0,537,Perdido,1,0,0.0,1,Regular Activo,
2205,349.99,0.4,1,1.0,140.0,31,Activo,1,0,0.0,1,Regular Activo,
2423,349.99,0.4,1,1.0,140.0,1442,Perdido,1,0,0.0,0,Perdido,0.9997
3593,349.99,0.4,1,1.0,140.0,1795,Perdido,1,0,0.0,0,Perdido,0.9997
3015,349.99,0.4,1,1.0,140.0,896,Perdido,1,0,0.0,0,Perdido,0.9997
4997,349.99,0.4,1,1.0,140.0,1779,Perdido,1,0,0.0,0,Perdido,0.9997
3134,349.99,0.4,1,1.0,140.0,1774,Perdido,1,0,0.0,0,Perdido,0.9997
4961,349.99,0.4,1,1.0,140.0,1332,Perdido,1,0,0.0,0,Perdido,0.9997
1326,349.99,0.4,1,1.0,140.0,968,Perdido,1,0,0.0,0,Perdido,0.9997
1556,349.99,0.4,1,1.0,140.0,491,Perdido,1,0,0.0,1,Regular Activo,
3434,349.99,0.4,1,1.0,140.0,1759,Perdido,1,0,0.0,0,Perdido,0.9997
2729,349.99,0.4,1,1.0,140.0,542,Perdido,1,0,0.0,1,Regular Activo,
3137,349.99,0.4,1,1.0,140.0,413,Perdido,1,0,0.0,1,Regular Activo,
2725,349.99,0.4,1,1.0,140.0,111,Activo,1,0,0.0,1,Regular Activo,
4726,349.99,0.4,1,1.0,140.0,87,Activo,1,0,0.0,1,Regular Activo,
854,349.99,0.4,1,1.0,140.0,12,Activo,1,0,0.0,1,Regular Activo,
2793,349.99,0.4,1,1.0,140.0,1802,Perdido,1,1,1.0,3,Devolutivo,0.9994
3142,349.99,0.4,1,1.0,140.0,1315,Perdido,1,0,0.0,0,Perdido,0.9997
5273,349.99,0.4,1,1.0,140.0,1818,Perdido,1,0,0.0,0,Perdido,0.9997
1998,349.99,0.4,1,1.0,140.0,110,Activo,1,0,0.0,1,Regular Activo,
4940,349.99,0.4,1,1.0,140.0,393,Perdido,1,0,0.0,1,Regular Activo,
