customer_id,ingresos,margen_total,frecuencia,primera_compra,ultima_compra,anios_relacion,margen_ratio,cltv
1192,25.99,10.399999999999999,1,2022-02-02,2022-02-02,1.0,0.4001539053482108,10.399999999999999
1193,899.97,360.0,1,2022-03-05,2022-03-05,1.0,0.4000133337777926,360.0
1194,59.99,24.0,1,2022-03-02,2022-03-02,1.0,0.4000666777796299,24.0
1195,79.99,31.999999999999993,1,2025-11-01,2025-11-01,1.0,0.4000500062507813,31.999999999999993
1196,25.99,10.399999999999999,1,2022-02-06,2022-02-06,1.0,0.4001539053482108,10.399999999999999
1197,239.97,96.0,1,2022-03-22,2022-03-22,1.0,0.40005000625078135,96.0
1198,29.99,12.0,1,2025-11-19,2025-11-19,1.0,0.40013337779259756,12.0
1199,149.9,59.96000000000001,1,2023-04-22,2023-04-22,1.0,0.4,59.96000000000001
1200,269.97,108.00000000000003,1,2022-01-27,2022-01-27,1.0,0.4000444493832649,108.00000000000003
1201,79.99,31.999999999999993,1,2022-01-28,2022-01-28,1.0,0.4000500062507813,31.999999999999993
1202,249.99,100.0,1,2025-09-17,2025-09-17,1.0,0.40001600064002557,100.0
1203,25.99,10.399999999999999,1,2025-10-02,2025-10-02,1.0,0.4001539053482108,10.399999999999999
1204,59.99,24.0,1,2023-05-03,2023-05-03,1.0,0.4000666777796299,24.0
1205,119.98,48.0,1,2025-12-18,2025-12-18,1.0,0.4000666777796299,48.0
1206,59.99,24.0,1,2023-06-18,2023-06-18,1.0,0.4000666777796299,24.0
1207,299.99,120.0,1,2025-12-20,2025-12-20,1.0,0.4000133337777926,120.0
1208,39.9,15.959999999999997,1,2024-07-17,2024-07-17,1.0,0.39999999999999997,15.959999999999997
1209,399.99,160.0,1,2025-11-23,2025-11-23,1.0,0.4000100002500062,160.0
1210,399.8,159.92000000000002,1,2023-06-26,2023-06-26,1.0,0.4,159.92000000000002
1211,39.9,15.959999999999997,1,2025-10-30,2025-10-30,1.0,0.39999999999999997,15.959999999999997
1212,199.9,79.96000000000001,1,2023-06-26,2023-06-26,1.0,0.4,79.96000000000001
1213,159.99,64.00000000000001,1,2025-12-15,2025-12-15,1.0,0.40002500156259774,64.00000000000001
1214,89.99,35.99999999999999,1,2025-09-11,2025-09-11,1.0,0.4000444493832648,35.99999999999999
1215,79.99,31.999999999999993,1,2025-09-09,2025-09-09,1.0,0.4000500062507813,31.999999999999993
1216,79.99,31.999999999999993,1,2023-04-02,2023-04-02,1.0,0.4000500062507813,31.999999999999993
1217,359.98,144.00000000000003,1,2025-11-18,2025-11-18,1.0,0.4000222234568588,144.00000000000003
1218,34.99,14.000000000000004,1,2025-12-25,2025-12-25,1.0,0.40011431837667916,14.000000000000005
1219,24.9,9.959999999999999,1,2025-11-13,2025-11-13,1.0,0.39999999999999997,9.959999999999999
1220,449.7,179.88,1,2023-05-04,2023-05-04,1.0,0.4,179.88
1221,189.99,76.00000000000001,1,2022-03-24,2022-03-24,1.0,0.40002105373967056,76.00000000000001
1222,129.99,52.000000000000014,1,2024-08-08,2024-08-08,1.0,0.4000307715978153,52.000000000000014
1223,79.99,31.999999999999993,1,2023-06-28,2023-06-28,1.0,0.4000500062507813,31.999999999999993
1224,129.99,52.000000000000014,1,2025-12-01,2025-12-01,1.0,0.4000307715978153,52.000000000000014
1225,29.99,12.0,1,2025-09-14,2025-09-14,1.0,0.40013337779259756,12.0
1226,479.97,192.00000000000006,1,2025-09-25,2025-09-25,1.0,0.40002500156259774,192.00000000000006
1227,179.99,72.00000000000001,1,2025-10-23,2025-10-23,1.0,0.4000222234568588,72.00000000000001
1228,79.99,31.999999999999993,1,2022-01-22,2022-01-22,1.0,0.4000500062507813,31.999999999999993
1229,49.99,20.000000000000004,1,2023-06-25,2023-06-25,1.0,0.4000800160032007,20.000000000000004
1230,199.9,79.96000000000001,1,2024-07-23,2024-07-23,1.0,0.4,79.96000000000001
1231,74.97,30.0,1,2025-12-28,2025-12-28,1.0,0.4001600640256103,30.0
1232,99.98,40.00000000000001,1,2025-10-29,2025-10-29,1.0,0.4000800160032007,40.00000000000001
1233,59.99,24.0,1,2025-11-23,2025-11-23,1.0,0.4000666777796299,24.0
1234,29.99,12.0,1,2025-10-13,2025-10-13,1.0,0.40013337779259756,12.0
1235,19.99,7.999999999999998,1,2023-05-05,2023-05-05,1.0,0.40020010005002493,7.999999999999997
1236,239.98,96.0,1,2023-05-29,2023-05-29,1.0,0.4000333361113426,96.0
1237,89.99,35.99999999999999,1,2025-12-17,2025-12-17,1.0,0.4000444493832648,35.99999999999999
1238,159.99,64.00000000000001,1,2025-11-16,2025-11-16,1.0,0.40002500156259774,64.00000000000001
1239,89.99,35.99999999999999,1,2023-04-22,2023-04-22,1.0,0.4000444493832648,35.99999999999999
1240,49.9,19.959999999999997,1,2025-11-29,2025-11-29,1.0,0.39999999999999997,19.959999999999997
1241,349.99,140.0,1,2024-08-21,2024-08-21,1.0,0.4000114288979685,140.0
1242,199.99,80.00000000000001,1,2022-01-19,2022-01-19,1.0,0.40002000100005003,80.00000000000001
1243,179.98,71.99999999999999,1,2023-04-17,2023-04-17,1.0,0.4000444493832648,71.99999999999999
1244,119.99,48.0,1,2022-03-01,2022-03-01,1.0,0.4000333361113426,48.0
1245,89.99,35.99999999999999,1,2025-12-05,2025-12-05,1.0,0.4000444493832648,35.99999999999999
1246,49.99,20.000000000000004,1,2024-07-15,2024-07-15,1.0,0.4000800160032007,20.000000000000004
1247,49.8,19.919999999999998,1,2022-03-12,2022-03-12,1.0,0.39999999999999997,19.919999999999998
1248,24.9,9.959999999999999,1,2025-11-18,2025-11-18,1.0,0.39999999999999997,9.959999999999999
1249,24.99,9.999999999999998,1,2024-07-02,2024-07-02,1.0,0.4001600640256102,9.999999999999998
1250,99.9,39.96000000000001,1,2025-10-10,2025-10-10,1.0,0.4000000000000001,39.96000000000001
1251,29.99,12.0,1,2025-10-10,2025-10-10,1.0,0.40013337779259756,12.0
1252,99.9,39.96000000000001,1,2022-01-31,2022-01-31,1.0,0.4000000000000001,39.96000000000001
1253,24.99,9.999999999999998,1,2025-09-15,2025-09-15,1.0,0.4001600640256102,9.999999999999998
1254,149.97,60.0,1,2025-11-03,2025-11-03,1.0,0.40008001600320064,60.0
1255,199.99,80.00000000000001,1,2025-10-13,2025-10-13,1.0,0.40002000100005003,80.00000000000001
1256,39.9,15.959999999999997,1,2025-10-02,2025-10-02,1.0,0.39999999999999997,15.959999999999997
1257,24.99,9.999999999999998,1,2025-11-26,2025-11-26,1.0,0.4001600640256102,9.999999999999998
1258,59.97,24.0,1,2025-09-29,2025-09-29,1.0,0.40020010005002504,24.0
1259,129.9,51.96000000000001,1,2022-01-05,2022-01-05,1.0,0.4,51.96000000000001
1260,139.99,56.000000000000014,1,2025-10-28,2025-10-28,1.0,0.40002857346953363,56.000000000000014
1261,39.9,15.959999999999997,1,2022-01-16,2022-01-16,1.0,0.39999999999999997,15.959999999999997
1262,189.99,76.00000000000001,1,2022-01-10,2022-01-10,1.0,0.40002105373967056,76.00000000000001
1263,359.98,144.00000000000003,1,2023-05-21,2023-05-21,1.0,0.4000222234568588,144.00000000000003
1264,89.99,35.99999999999999,1,2025-10-10,2025-10-10,1.0,0.4000444493832648,35.99999999999999
1265,59.99,24.0,1,2025-11-07,2025-11-07,1.0,0.4000666777796299,24.0
1266,59.99,24.0,1,2025-12-18,2025-12-18,1.0,0.4000666777796299,24.0
1267,249.99,100.0,1,2024-07-07,2024-07-07,1.0,0.40001600064002557,100.0
1268,79.99,31.999999999999993,1,2025-09-24,2025-09-24,1.0,0.4000500062507813,31.999999999999993
1269,49.8,19.919999999999998,1,2024-07-21,2024-07-21,1.0,0.39999999999999997,19.919999999999998
1270,199.99,80.00000000000001,1,2025-11-27,2025-11-27,1.0,0.40002000100005003,80.00000000000001
1271,79.99,31.999999999999993,1,2025-10-02,2025-10-02,1.0,0.4000500062507813,31.999999999999993
1272,129.9,51.96000000000001,1,2025-09-08,2025-09-08,1.0,0.4,51.96000000000001
1273,159.99,64.00000000000001,1,2024-07-04,2024-07-04,1.0,0.40002500156259774,64.00000000000001
1274,119.99,48.0,1,2024-07-06,2024-07-06,1.0,0.4000333361113426,48.0
1275,499.98,200.0,1,2022-02-21,2022-02-21,1.0,0.40001600064002557,200.0
1276,139.99,56.000000000000014,1,2024-08-21,2024-08-21,1.0,0.40002857346953363,56.000000000000014
1277,29.99,12.0,1,2025-11-25,2025-11-25,1.0,0.40013337779259756,12.0
1278,259.8,103.92000000000002,1,2023-05-25,2023-05-25,1.0,0.4,103.92000000000002
1279,29.99,12.0,1,2025-10-07,2025-10-07,1.0,0.40013337779259756,12.0
1280,79.99,31.999999999999993,1,2025-12-25,2025-12-25,1.0,0.4000500062507813,31.999999999999993
1281,199.9,79.96000000000001,1,2022-02-12,2022-02-12,1.0,0.4,79.96000000000001
1282,59.99,24.0,1,2022-03-12,2022-03-12,1.0,0.4000666777796299,24.0
1283,139.99,56.000000000000014,1,2024-08-22,2024-08-22,1.0,0.40002857346953363,56.000000000000014
1284,79.99,31.999999999999993,1,2025-11-14,2025-11-14,1.0,0.4000500062507813,31.999999999999993
1285,89.99,35.99999999999999,1,2025-09-10,2025-09-10,1.0,0.4000444493832648,35.99999999999999
1286,39.99,16.000000000000004,1,2024-08-19,2024-08-19,1.0,0.40010002500625164,16.000000000000004
1287,349.99,140.0,1,2025-12-08,2025-12-08,1.0,0.4000114288979685,140.0
1288,49.99,20.000000000000004,1,2024-07-12,2024-07-12,1.0,0.4000800160032007,20.000000000000004
1289,399.99,160.0,1,2025-09-30,2025-09-30,1.0,0.4000100002500062,160.0
1290,89.9,35.96000000000001,1,2025-12-17,2025-12-17,1.0,0.4000000000000001,35.96000000000001
1291,129.99,52.000000000000014,1,2025-09-19,2025-09-19,1.0,0.4000307715978153,52.000000000000014
1292,24.9,9.959999999999999,1,2025-09-05,2025-09-05,1.0,0.39999999999999997,9.959999999999999
1293,79.99,31.999999999999993,1,2023-06-16,2023-06-16,1.0,0.4000500062507813,31.999999999999993
1294,139.99,56.000000000000014,1,2023-06-02,2023-06-02,1.0,0.40002857346953363,56.000000000000014
1295,59.99,24.0,1,2025-09-16,2025-09-16,1.0,0.4000666777796299,24.0
1296,199.8,79.92000000000002,1,2024-07-12,2024-07-12,1.0,0.4000000000000001,79.92000000000002
1297,39.9,15.959999999999997,1,2023-04-24,2023-04-24,1.0,0.39999999999999997,15.959999999999997
1298,189.99,76.00000000000001,1,2024-08-04,2024-08-04,1.0,0.40002105373967056,76.00000000000001
1299,39.98,15.999999999999996,1,2023-05-03,2023-05-03,1.0,0.40020010005002493,15.999999999999995
1300,189.99,76.00000000000001,1,2025-11-22,2025-11-22,1.0,0.40002105373967056,76.00000000000001
1301,89.99,35.99999999999999,1,2022-01-20,2022-01-20,1.0,0.4000444493832648,35.99999999999999
1302,199.8,79.92000000000002,1,2025-11-21,2025-11-21,1.0,0.4000000000000001,79.92000000000002
1303,279.98,112.00000000000003,1,2023-04-21,2023-04-21,1.0,0.40002857346953363,112.00000000000003
1304,189.99,76.00000000000001,1,2023-06-11,2023-06-11,1.0,0.40002105373967056,76.00000000000001
1305,199.9,79.96000000000001,1,2022-03-29,2022-03-29,1.0,0.4,79.96000000000001
1306,149.99,60.000000000000014,1,2023-04-21,2023-04-21,1.0,0.400026668444563,60.000000000000014
1307,159.99,64.00000000000001,1,2025-12-11,2025-12-11,1.0,0.40002500156259774,64.00000000000001
1308,129.99,52.000000000000014,1,2023-04-28,2023-04-28,1.0,0.4000307715978153,52.000000000000014
1309,79.99,31.999999999999993,1,2025-12-18,2025-12-18,1.0,0.4000500062507813,31.999999999999993
1310,119.97,48.0,1,2025-12-09,2025-12-09,1.0,0.4001000250062516,48.0
1311,189.99,76.00000000000001,1,2023-06-06,2023-06-06,1.0,0.40002105373967056,76.00000000000001
1312,79.8,31.919999999999995,1,2023-06-25,2023-06-25,1.0,0.39999999999999997,31.919999999999995
1313,119.99,48.0,1,2025-12-25,2025-12-25,1.0,0.4000333361113426,48.0
1314,179.98,71.99999999999999,1,2024-08-18,2024-08-18,1.0,0.4000444493832648,71.99999999999999
1315,399.99,160.0,1,2025-12-02,2025-12-02,1.0,0.4000100002500062,160.0
1316,399.99,160.0,1,2025-12-21,2025-12-21,1.0,0.4000100002500062,160.0
1317,59.99,24.0,1,2025-10-15,2025-10-15,1.0,0.4000666777796299,24.0
1318,89.99,35.99999999999999,1,2024-08-19,2024-08-19,1.0,0.4000444493832648,35.99999999999999
1319,199.98,79.99999999999999,1,2023-05-21,2023-05-21,1.0,0.40004000400039996,79.99999999999999
1320,249.99,100.0,1,2025-12-23,2025-12-23,1.0,0.40001600064002557,100.0
1321,39.99,16.000000000000004,1,2024-08-14,2024-08-14,1.0,0.40010002500625164,16.000000000000004
1322,159.98,63.999999999999986,1,2024-07-07,2024-07-07,1.0,0.4000500062507813,63.999999999999986
1323,159.98,63.999999999999986,1,2023-04-29,2023-04-29,1.0,0.4000500062507813,63.999999999999986
1324,49.99,20.000000000000004,1,2025-09-06,2025-09-06,1.0,0.4000800160032007,20.000000000000004
1325,129.9,51.96000000000001,1,2025-10-10,2025-10-10,1.0,0.4,51.96000000000001
1326,349.99,140.0,1,2023-05-07,2023-05-07,1.0,0.4000114288979685,140.0
1327,199.9,79.96000000000001,1,2025-09-12,2025-09-12,1.0,0.4,79.96000000000001
1328,199.9,79.96000000000001,1,2025-12-04,2025-12-04,1.0,0.4,79.96000000000001
1329,59.98,24.0,1,2023-06-16,2023-06-16,1.0,0.40013337779259756,24.0
1330,399.99,160.0,1,2024-07-22,2024-07-22,1.0,0.4000100002500062,160.0
1331,59.99,24.0,1,2025-11-03,2025-11-03,1.0,0.4000666777796299,24.0
1332,99.98,40.00000000000001,1,2025-10-30,2025-10-30,1.0,0.4000800160032007,40.00000000000001
1333,129.9,51.96000000000001,1,2022-03-25,2022-03-25,1.0,0.4,51.96000000000001
1334,79.99,31.999999999999993,1,2025-09-12,2025-09-12,1.0,0.4000500062507813,31.999999999999993
1335,25.99,10.399999999999999,1,2025-10-04,2025-10-04,1.0,0.4001539053482108,10.399999999999999
1336,129.9,51.96000000000001,1,2023-06-20,2023-06-20,1.0,0.4,51.96000000000001
1337,129.9,51.96000000000001,1,2022-02-16,2022-02-16,1.0,0.4,51.96000000000001
1338,24.99,9.999999999999998,1,2022-02-08,2022-02-08,1.0,0.4001600640256102,9.999999999999998
1339,29.99,12.0,1,2024-07-04,2024-07-04,1.0,0.40013337779259756,12.0
1340,25.99,10.399999999999999,1,2024-07-13,2024-07-13,1.0,0.4001539053482108,10.399999999999999
1341,159.99,64.00000000000001,1,2023-04-23,2023-04-23,1.0,0.40002500156259774,64.00000000000001
1342,79.99,31.999999999999993,1,2025-12-12,2025-12-12,1.0,0.4000500062507813,31.999999999999993
1343,89.99,35.99999999999999,1,2024-07-30,2024-07-30,1.0,0.4000444493832648,35.99999999999999
1344,119.98,48.0,1,2025-12-17,2025-12-17,1.0,0.4000666777796299,48.0
1345,89.9,35.96000000000001,1,2023-05-31,2023-05-31,1.0,0.4000000000000001,35.96000000000001
1346,24.9,9.959999999999999,1,2023-04-25,2023-04-25,1.0,0.39999999999999997,9.959999999999999
1347,299.99,120.0,1,2024-07-18,2024-07-18,1.0,0.4000133337777926,120.0
1348,199.99,80.00000000000001,1,2022-02-18,2022-02-18,1.0,0.40002000100005003,80.00000000000001
1349,159.99,64.00000000000001,1,2025-09-21,2025-09-21,1.0,0.40002500156259774,64.00000000000001
1350,29.99,12.0,1,2023-04-15,2023-04-15,1.0,0.40013337779259756,12.0
1351,99.9,39.96000000000001,1,2025-12-03,2025-12-03,1.0,0.4000000000000001,39.96000000000001
1352,599.98,240.0,1,2025-10-30,2025-10-30,1.0,0.4000133337777926,240.0
1353,159.99,64.00000000000001,1,2023-06-23,2023-06-23,1.0,0.40002500156259774,64.00000000000001
1354,149.97,60.0,1,2022-02-03,2022-02-03,1.0,0.40008001600320064,60.0
1355,159.99,64.00000000000001,1,2025-10-30,2025-10-30,1.0,0.40002500156259774,64.00000000000001
1356,59.99,24.0,1,2023-04-17,2023-04-17,1.0,0.4000666777796299,24.0
1357,149.9,59.96000000000001,1,2023-04-25,2023-04-25,1.0,0.4,59.96000000000001
1358,89.9,35.96000000000001,1,2024-07-24,2024-07-24,1.0,0.4000000000000001,35.96000000000001
1359,389.97,156.00000000000006,1,2025-11-20,2025-11-20,1.0,0.40003077159781536,156.00000000000006
1360,149.97,60.0,1,2025-10-12,2025-10-12,1.0,0.40008001600320064,60.0
1361,99.9,39.96000000000001,1,2025-11-23,2025-11-23,1.0,0.4000000000000001,39.96000000000001
1362,119.98,48.0,1,2025-11-04,2025-11-04,1.0,0.4000666777796299,48.0
1363,25.99,10.399999999999999,1,2023-05-01,2023-05-01,1.0,0.4001539053482108,10.399999999999999
1364,79.99,31.999999999999993,1,2022-01-18,2022-01-18,1.0,0.4000500062507813,31.999999999999993
1365,79.98,32.00000000000001,1,2025-11-03,2025-11-03,1.0,0.40010002500625164,32.00000000000001
1366,159.98,63.999999999999986,1,2023-06-28,2023-06-28,1.0,0.4000500062507813,63.999999999999986
1367,299.99,120.0,1,2024-08-18,2024-08-18,1.0,0.4000133337777926,120.0
1368,319.98,128.00000000000003,1,2024-07-14,2024-07-14,1.0,0.40002500156259774,128.00000000000003
1369,119.99,48.0,1,2023-05-26,2023-05-26,1.0,0.4000333361113426,48.0
1370,19.99,7.999999999999998,1,2023-05-07,2023-05-07,1.0,0.40020010005002493,7.999999999999997
1371,79.99,31.999999999999993,1,2023-05-29,2023-05-29,1.0,0.4000500062507813,31.999999999999993
1372,199.9,79.96000000000001,1,2025-12-01,2025-12-01,1.0,0.4,79.96000000000001
1373,799.98,320.0,1,2023-04-12,2023-04-12,1.0,0.4000100002500062,320.0
1374,199.9,79.96000000000001,1,2023-05-15,2023-05-15,1.0,0.4,79.96000000000001
1375,24.9,9.959999999999999,1,2023-04-05,2023-04-05,1.0,0.39999999999999997,9.959999999999999
1376,159.99,64.00000000000001,1,2022-01-26,2022-01-26,1.0,0.40002500156259774,64.00000000000001
1377,59.99,24.0,1,2025-11-08,2025-11-08,1.0,0.4000666777796299,24.0
1378,129.9,51.96000000000001,1,2025-09-11,2025-09-11,1.0,0.4,51.96000000000001
1379,259.98,104.00000000000003,1,2025-12-04,2025-12-04,1.0,0.4000307715978153,104.00000000000003
1380,129.9,51.96000000000001,1,2022-03-22,2022-03-22,1.0,0.4,51.96000000000001
1381,79.99,31.999999999999993,1,2023-06-29,2023-06-29,1.0,0.4000500062507813,31.999999999999993
1382,149.99,60.000000000000014,1,2023-04-28,2023-04-28,1.0,0.400026668444563,60.000000000000014
1383,19.99,7.999999999999998,1,2024-07-08,2024-07-08,1.0,0.40020010005002493,7.999999999999997
1384,79.8,31.919999999999995,1,2022-01-02,2022-01-02,1.0,0.39999999999999997,31.919999999999995
1385,19.99,7.999999999999998,1,2022-02-21,2022-02-21,1.0,0.40020010005002493,7.999999999999997
1386,399.99,160.0,1,2025-12-24,2025-12-24,1.0,0.4000100002500062,160.0
1387,79.99,31.999999999999993,1,2024-08-21,2024-08-21,1.0,0.4000500062507813,31.999999999999993
1388,139.99,56.000000000000014,1,2025-12-29,2025-12-29,1.0,0.40002857346953363,56.000000000000014
1389,249.99,100.0,1,2024-08-27,2024-08-27,1.0,0.40001600064002557,100.0
1390,269.97,108.00000000000003,1,2025-12-16,2025-12-16,1.0,0.4000444493832649,108.00000000000003
1391,199.9,79.96000000000001,1,2024-07-04,2024-07-04,1.0,0.4,79.96000000000001
1392,139.99,56.000000000000014,1,2023-05-17,2023-05-17,1.0,0.40002857346953363,56.000000000000014
1393,119.99,48.0,1,2025-12-17,2025-12-17,1.0,0.4000333361113426,48.0
1394,899.97,360.0,1,2023-06-26,2023-06-26,1.0,0.4000133337777926,360.0
1395,199.99,80.00000000000001,1,2023-05-02,2023-05-02,1.0,0.40002000100005003,80.00000000000001
1396,79.99,31.999999999999993,1,2025-12-24,2025-12-24,1.0,0.4000500062507813,31.999999999999993
1397,79.99,31.999999999999993,1,2024-07-26,2024-07-26,1.0,0.4000500062507813,31.999999999999993
1398,159.99,64.00000000000001,1,2023-05-09,2023-05-09,1.0,0.40002500156259774,64.00000000000001
1399,24.9,9.959999999999999,1,2025-10-02,2025-10-02,1.0,0.39999999999999997,9.959999999999999
1400,129.9,51.96000000000001,1,2023-06-12,2023-06-12,1.0,0.4,51.96000000000001
1401,179.97,72.0,1,2022-01-19,2022-01-19,1.0,0.40006667777962995,72.0
1402,39.9,15.959999999999997,1,2024-08-23,2024-08-23,1.0,0.39999999999999997,15.959999999999997
1403,119.99,48.0,1,2025-11-22,2025-11-22,1.0,0.4000333361113426,48.0
1404,49.99,20.000000000000004,1,2024-08-06,2024-08-06,1.0,0.4000800160032007,20.000000000000004
1405,79.99,31.999999999999993,1,2023-04-11,2023-04-11,1.0,0.4000500062507813,31.999999999999993
1406,299.8,119.92000000000002,1,2022-03-16,2022-03-16,1.0,0.4,119.92000000000002
1407,39.9,15.959999999999997,1,2023-06-25,2023-06-25,1.0,0.39999999999999997,15.959999999999997
1408,59.99,24.0,1,2022-03-06,2022-03-06,1.0,0.4000666777796299,24.0
1409,49.99,20.000000000000004,1,2023-06-20,2023-06-20,1.0,0.4000800160032007,20.000000000000004
1410,149.99,60.000000000000014,1,2024-07-19,2024-07-19,1.0,0.400026668444563,60.000000000000014
1411,149.9,59.96000000000001,1,2023-05-24,2023-05-24,1.0,0.4,59.96000000000001
1412,79.99,31.999999999999993,1,2025-10-29,2025-10-29,1.0,0.4000500062507813,31.999999999999993
1413,25.99,10.399999999999999,1,2025-11-14,2025-11-14,1.0,0.4001539053482108,10.399999999999999
1414,179.98,71.99999999999999,1,2022-01-03,2022-01-03,1.0,0.4000444493832648,71.99999999999999
1415,139.99,56.000000000000014,1,2022-03-15,2022-03-15,1.0,0.40002857346953363,56.000000000000014
1416,25.99,10.399999999999999,1,2025-12-18,2025-12-18,1.0,0.4001539053482108,10.399999999999999
1417,189.99,76.00000000000001,1,2025-12-01,2025-12-01,1.0,0.40002105373967056,76.00000000000001
1418,19.99,7.999999999999998,1,2025-10-11,2025-10-11,1.0,0.40020010005002493,7.999999999999997
1419,99.9,39.96000000000001,1,2024-08-14,2024-08-14,1.0,0.4000000000000001,39.96000000000001
1420,39.99,16.000000000000004,1,2025-10-10,2025-10-10,1.0,0.40010002500625164,16.000000000000004
1421,39.99,16.000000000000004,1,2022-02-03,2022-02-03,1.0,0.40010002500625164,16.000000000000004
1422,159.99,64.00000000000001,1,2025-09-25,2025-09-25,1.0,0.40002500156259774,64.00000000000001
1423,139.99,56.000000000000014,1,2024-08-25,2024-08-25,1.0,0.40002857346953363,56.000000000000014
1424,39.9,15.959999999999997,1,2023-05-19,2023-05-19,1.0,0.39999999999999997,15.959999999999997
1425,399.8,159.92000000000002,1,2023-06-04,2023-06-04,1.0,0.4,159.92000000000002
1426,249.99,100.0,1,2025-11-12,2025-11-12,1.0,0.40001600064002557,100.0
1427,29.99,12.0,1,2025-12-01,2025-12-01,1.0,0.40013337779259756,12.0
1428,25.99,10.399999999999999,1,2024-07-28,2024-07-28,1.0,0.4001539053482108,10.399999999999999
1429,99.9,39.96000000000001,1,2024-07-02,2024-07-02,1.0,0.4000000000000001,39.96000000000001
1430,199.8,79.92000000000002,1,2023-04-10,2023-04-10,1.0,0.4000000000000001,79.92000000000002
1431,349.99,140.0,1,2022-02-16,2022-02-16,1.0,0.4000114288979685,140.0
1432,34.99,14.000000000000004,1,2022-03-04,2022-03-04,1.0,0.40011431837667916,14.000000000000005
1433,319.98,128.00000000000003,1,2025-12-25,2025-12-25,1.0,0.40002500156259774,128.00000000000003
1434,389.97,156.00000000000006,1,2025-12-21,2025-12-21,1.0,0.40003077159781536,156.00000000000006
1435,499.98,200.0,1,2025-11-02,2025-11-02,1.0,0.40001600064002557,200.0
1436,499.98,200.0,1,2024-07-07,2024-07-07,1.0,0.40001600064002557,200.0
1437,79.99,31.999999999999993,1,2025-10-14,2025-10-14,1.0,0.4000500062507813,31.999999999999993
1438,24.99,9.999999999999998,1,2024-08-02,2024-08-02,1.0,0.4001600640256102,9.999999999999998
1439,39.99,16.000000000000004,1,2023-04-10,2023-04-10,1.0,0.40010002500625164,16.000000000000004
1440,79.99,31.999999999999993,1,2023-04-10,2023-04-10,1.0,0.4000500062507813,31.999999999999993
1441,129.9,51.96000000000001,1,2025-10-22,2025-10-22,1.0,0.4,51.96000000000001
1442,189.99,76.00000000000001,1,2025-12-22,2025-12-22,1.0,0.40002105373967056,76.00000000000001
1443,104.97,42.0,1,2025-12-22,2025-12-22,1.0,0.40011431837667905,42.0
1444,59.98,24.0,1,2023-04-15,2023-04-15,1.0,0.40013337779259756,24.0
1445,159.98,63.999999999999986,1,2025-10-17,2025-10-17,1.0,0.4000500062507813,63.999999999999986
1446,89.99,35.99999999999999,1,2023-06-21,2023-06-21,1.0,0.4000444493832648,35.99999999999999
1447,49.99,20.000000000000004,1,2024-07-26,2024-07-26,1.0,0.4000800160032007,20.000000000000004
1448,399.98,160.00000000000003,1,2025-11-11,2025-11-11,1.0,0.40002000100005003,160.00000000000003
1449,259.8,103.92000000000002,1,2025-11-09,2025-11-09,1.0,0.4,103.92000000000002
1450,299.99,120.0,1,2023-05-14,2023-05-14,1.0,0.4000133337777926,120.0
1451,129.99,52.000000000000014,1,2025-10-13,2025-10-13,1.0,0.4000307715978153,52.000000000000014
1452,59.98,24.0,1,2023-06-02,2023-06-02,1.0,0.40013337779259756,24.0
1453,199.99,80.00000000000001,1,2023-05-16,2023-05-16,1.0,0.40002000100005003,80.00000000000001
1454,249.99,100.0,1,2025-09-23,2025-09-23,1.0,0.40001600064002557,100.0
1455,99.9,39.96000000000001,1,2025-12-13,2025-12-13,1.0,0.4000000000000001,39.96000000000001
1456,159.98,63.999999999999986,1,2023-04-30,2023-04-30,1.0,0.4000500062507813,63.999999999999986
1457,179.99,72.00000000000001,1,2025-09-11,2025-09-11,1.0,0.4000222234568588,72.00000000000001
1458,249.99,100.0,1,2023-06-17,2023-06-17,1.0,0.40001600064002557,100.0
1459,129.9,51.96000000000001,1,2025-11-29,2025-11-29,1.0,0.4,51.96000000000001
1460,99.9,39.96000000000001,1,2022-02-06,2022-02-06,1.0,0.4000000000000001,39.96000000000001
1461,159.99,64.00000000000001,1,2024-07-23,2024-07-23,1.0,0.40002500156259774,64.00000000000001
1462,79.99,31.999999999999993,1,2022-02-08,2022-02-08,1.0,0.4000500062507813,31.999999999999993
1463,249.99,100.0,1,2025-12-28,2025-12-28,1.0,0.40001600064002557,100.0
1464,799.98,320.0,1,2022-03-26,2022-03-26,1.0,0.4000100002500062,320.0
1465,569.97,228.00000000000006,1,2025-11-24,2025-11-24,1.0,0.40002105373967056,228.00000000000003
1466,179.98,71.99999999999999,1,2022-02-23,2022-02-23,1.0,0.4000444493832648,71.99999999999999
1467,159.98,63.999999999999986,1,2025-09-21,2025-09-21,1.0,0.4000500062507813,63.999999999999986
1468,279.98,112.00000000000003,1,2025-12-09,2025-12-09,1.0,0.40002857346953363,112.00000000000003
1469,29.99,12.0,1,2023-06-24,2023-06-24,1.0,0.40013337779259756,12.0
1470,89.9,35.96000000000001,1,2025-10-09,2025-10-09,1.0,0.4000000000000001,35.96000000000001
1471,129.99,52.000000000000014,1,2025-09-29,2025-09-29,1.0,0.4000307715978153,52.000000000000014
1472,179.99,72.00000000000001,1,2022-02-24,2022-02-24,1.0,0.4000222234568588,72.00000000000001
1473,199.8,79.92000000000002,1,2022-02-02,2022-02-02,1.0,0.4000000000000001,79.92000000000002
