customer_id,ultima_compra,dias_ultima_compra,estado_churn
905,2025-10-02,89,Activo
906,2024-07-07,541,Perdido
907,2025-09-04,117,Activo
908,2025-12-09,21,Activo
909,2022-01-29,1431,Perdido
910,2023-05-31,944,Perdido
911,2022-01-17,1443,Perdido
912,2025-09-12,109,Activo
913,2025-10-18,73,Activo
914,2025-10-22,69,Activo
915,2023-04-06,999,Perdido
916,2023-06-07,937,Perdido
917,2023-05-07,968,Perdido
918,2025-09-06,115,Activo
919,2025-12-19,11,Activo
920,2023-05-23,952,Perdido
921,2025-10-30,61,Activo
922,2024-07-25,523,Perdido
923,2023-04-19,986,Perdido
924,2023-06-13,931,Perdido
925,2022-02-12,1417,Perdido
926,2023-04-15,990,Perdido
927,2023-05-08,967,Perdido
928,2023-05-08,967,Perdido
929,2022-03-05,1396,Perdido
930,2023-05-25,950,Perdido
931,2023-05-18,957,Perdido
932,2025-12-13,17,Activo
933,2025-09-17,104,Activo
934,2024-07-25,523,Perdido
935,2025-09-17,104,Activo
936,2025-12-09,21,Activo
937,2022-03-05,1396,Perdido
938,2025-12-09,21,Activo
939,2025-11-10,50,Activo
940,2022-01-06,1454,Perdido
941,2024-08-25,492,Perdido
942,2025-09-02,119,Activo
943,2022-03-03,1398,Perdido
944,2025-12-05,25,Activo
945,2024-07-30,518,Perdido
946,2022-02-01,1428,Perdido
947,2023-06-10,934,Perdido
948,2025-09-30,91,Activo
949,2025-10-02,89,Activo
950,2025-10-06,85,Activo
951,2025-12-21,9,Activo
952,2023-04-19,986,Perdido
953,2024-08-19,498,Perdido
954,2025-12-14,16,Activo
955,2025-10-22,69,Activo
956,2024-07-08,540,Perdido
957,2025-12-01,29,Activo
958,2025-12-02,28,Activo
959,2025-09-22,99,Activo
960,2025-09-18,103,Activo
961,2025-11-17,43,Activo
962,2023-04-01,1004,Perdido
963,2024-07-13,535,Perdido
964,2023-06-12,932,Perdido
965,2025-10-12,79,Activo
966,2025-11-23,37,Activo
967,2024-07-07,541,Perdido
968,2022-01-21,1439,Perdido
969,2022-03-20,1381,Perdido
970,2023-06-25,919,Perdido
971,2025-11-17,43,Activo
972,2024-08-11,506,Perdido
973,2025-10-11,80,Activo
974,2024-07-13,535,Perdido
975,2022-03-05,1396,Perdido
976,2023-04-26,979,Perdido
977,2023-05-11,964,Perdido
978,2023-05-27,948,Perdido
979,2022-03-20,1381,Perdido
980,2022-02-09,1420,Perdido
981,2025-10-25,66,Activo
982,2023-05-07,968,Perdido
983,2025-12-03,27,Activo
984,2022-01-13,1447,Perdido
985,2025-12-16,14,Activo
986,2025-12-23,7,Activo
987,2025-12-08,22,Activo
988,2025-11-19,41,Activo
989,2023-04-01,1004,Perdido
990,2025-11-27,33,Activo
991,2024-08-11,506,Perdido
992,2025-11-28,32,Activo
993,2022-03-22,1379,Perdido
994,2023-06-03,941,Perdido
995,2025-12-16,14,Activo
996,2022-01-29,1431,Perdido
997,2025-11-22,38,Activo
998,2022-01-20,1440,Perdido
999,2022-02-02,1427,Perdido
1000,2024-08-12,505,Perdido
1001,2023-06-08,936,Perdido
1002,2022-01-18,1442,Perdido
1003,2022-03-03,1398,Perdido
1004,2023-04-26,979,Perdido
1005,2025-12-13,17,Activo
1006,2022-01-07,1453,Perdido
1007,2025-12-23,7,Activo
1008,2025-11-17,43,Activo
1009,2024-07-05,543,Perdido
1010,2023-04-18,987,Perdido
1011,2024-07-15,533,Perdido
1012,2025-09-19,102,Activo
1013,2024-07-23,525,Perdido
1014,2025-11-23,37,Activo
1015,2022-02-03,1426,Perdido
1016,2025-10-13,78,Activo
1017,2022-02-09,1420,Perdido
1018,2025-10-10,81,Activo
1019,2025-10-21,70,Activo
1020,2025-11-03,57,Activo
1021,2023-04-01,1004,Perdido
1022,2025-11-26,34,Activo
1023,2024-08-12,505,Perdido
1024,2025-11-23,37,Activo
1025,2025-11-28,32,Activo
1026,2024-08-24,493,Perdido
1027,2023-06-03,941,Perdido
1028,2022-03-08,1393,Perdido
1029,2025-10-06,85,Activo
1030,2025-11-17,43,Activo
1031,2023-06-25,919,Perdido
1032,2025-10-08,83,Activo
1033,2023-04-10,995,Perdido
1034,2022-01-08,1452,Perdido
1035,2025-09-29,92,Activo
1036,2025-10-11,80,Activo
1037,2025-12-19,11,Activo
1038,2025-12-22,8,Activo
1039,2025-12-27,3,Activo
1040,2024-07-29,519,Perdido
1041,2023-04-18,987,Perdido
1042,2022-03-08,1393,Perdido
1043,2023-04-10,995,Perdido
1044,2025-12-17,13,Activo
1045,2025-09-05,116,Activo
1046,2023-04-20,985,Perdido
1047,2024-08-27,490,Perdido
1048,2025-11-21,39,Activo
1049,2023-06-19,925,Perdido
1050,2025-11-28,32,Activo
1051,2022-02-06,1423,Perdido
1052,2023-06-09,935,Perdido
1053,2025-12-22,8,Activo
1054,2023-05-31,944,Perdido
1055,2022-03-09,1392,Perdido
1056,2025-10-14,77,Activo
1057,2022-02-09,1420,Perdido
1058,2024-08-26,491,Perdido
1059,2025-09-08,113,Activo
1060,2022-01-30,1430,Perdido
1061,2024-08-07,510,Perdido
1062,2023-05-06,969,Perdido
1063,2024-07-07,541,Perdido
1064,2023-04-29,976,Perdido
1065,2023-06-05,939,Perdido
1066,2022-02-22,1407,Perdido
1067,2024-08-05,512,Perdido
1068,2025-10-20,71,Activo
1069,2025-10-03,88,Activo
1070,2022-03-12,1389,Perdido
1071,2025-11-23,37,Activo
1072,2025-12-04,26,Activo
1073,2022-01-01,1459,Perdido
1074,2025-09-03,118,Activo
1075,2025-09-23,98,Activo
1076,2023-04-06,999,Perdido
1077,2024-08-30,487,Perdido
1078,2025-10-23,68,Activo
1079,2025-11-09,51,Activo
1080,2025-11-10,50,Activo
1081,2023-04-06,999,Perdido
1082,2025-09-04,117,Activo
1083,2024-07-20,528,Perdido
1084,2023-04-05,1000,Perdido
1085,2025-11-04,56,Activo
1086,2023-06-23,921,Perdido
1087,2025-09-08,113,Activo
1088,2024-08-08,509,Perdido
1089,2022-02-04,1425,Perdido
1090,2025-11-18,42,Activo
1091,2025-10-14,77,Activo
1092,2023-05-21,954,Perdido
1093,2024-08-04,513,Perdido
1094,2024-08-27,490,Perdido
1095,2025-09-01,120,Activo
1096,2025-11-13,47,Activo
1097,2022-01-03,1457,Perdido
1098,2023-04-21,984,Perdido
1099,2025-11-22,38,Activo
1100,2022-02-12,1417,Perdido
1101,2024-08-10,507,Perdido
1102,2023-04-14,991,Perdido
1103,2024-08-06,511,Perdido
1104,2025-12-03,27,Activo
1105,2025-12-13,17,Activo
1106,2025-12-27,3,Activo
1107,2022-02-05,1424,Perdido
1108,2025-12-18,12,Activo
1109,2024-07-27,521,Perdido
1110,2025-11-10,50,Activo
1111,2025-12-04,26,Activo
1112,2025-12-02,28,Activo
1113,2023-04-29,976,Perdido
1114,2024-07-02,546,Perdido
1115,2023-05-28,947,Perdido
1116,2025-11-01,59,Activo
1117,2025-09-05,116,Activo
1118,2022-02-08,1421,Perdido
1119,2024-07-03,545,Perdido
1120,2025-12-05,25,Activo
1121,2022-02-26,1403,Perdido
1122,2023-06-09,935,Perdido
1123,2023-06-18,926,Perdido
1124,2024-08-17,500,Perdido
1125,2024-08-07,510,Perdido
1126,2022-02-28,1401,Perdido
1127,2025-11-23,37,Activo
1128,2023-04-17,988,Perdido
1129,2025-11-19,41,Activo
1130,2025-10-09,82,Activo
1131,2023-05-19,956,Perdido
1132,2025-10-08,83,Activo
1133,2025-09-18,103,Activo
1134,2025-10-14,77,Activo
1135,2023-06-27,917,Perdido
1136,2025-11-25,35,Activo
1137,2025-09-22,99,Activo
1138,2024-07-24,524,Perdido
1139,2022-01-15,1445,Perdido
1140,2025-12-30,0,Activo
1141,2025-09-15,106,Activo
1142,2024-07-13,535,Perdido
1143,2024-07-21,527,Perdido
1144,2025-12-08,22,Activo
1145,2025-11-04,56,Activo
1146,2022-01-22,1438,Perdido
1147,2022-03-06,1395,Perdido
1148,2025-09-04,117,Activo
1149,2025-11-20,40,Activo
1150,2025-09-12,109,Activo
1151,2025-12-19,11,Activo
1152,2024-07-18,530,Perdido
1153,2025-11-29,31,Activo
1154,2024-07-15,533,Perdido
1155,2023-05-27,948,Perdido
1156,2024-08-18,499,Perdido
1157,2025-10-29,62,Activo
1158,2023-06-05,939,Perdido
1159,2022-03-22,1379,Perdido
1160,2024-07-17,531,Perdido
1161,2024-07-28,520,Perdido
1162,2023-06-29,915,Perdido
1163,2024-08-27,490,Perdido
1164,2024-07-08,540,Perdido
1165,2025-10-27,64,Activo
1166,2022-01-30,1430,Perdido
1167,2025-10-25,66,Activo
1168,2022-02-15,1414,Perdido
1169,2025-09-28,93,Activo
1170,2025-12-22,8,Activo
1171,2025-12-18,12,Activo
1172,2022-03-12,1389,Perdido
1173,2025-12-20,10,Activo
1174,2022-03-08,1393,Perdido
1175,2025-11-15,45,Activo
1176,2022-02-01,1428,Perdido
1177,2022-03-27,1374,Perdido
1178,2023-04-15,990,Perdido
1179,2023-05-03,972,Perdido
1180,2023-05-16,959,Perdido
1181,2022-01-29,1431,Perdido
1182,2022-01-07,1453,Perdido
1183,2023-04-12,993,Perdido
1184,2022-03-20,1381,Perdido
1185,2022-03-18,1383,Perdido
1186,2024-07-23,525,Perdido
1187,2022-03-20,1381,Perdido
1188,2025-11-05,55,Activo
1189,2022-03-22,1379,Perdido
1190,2025-10-03,88,Activo
1191,2023-04-10,995,Perdido
1192,2022-02-02,1427,Perdido
1193,2022-03-05,1396,Perdido
1194,2022-03-02,1399,Perdido
1195,2025-11-01,59,Activo
1196,2022-02-06,1423,Perdido
1197,2022-03-22,1379,Perdido
1198,2025-11-19,41,Activo
1199,2023-04-22,983,Perdido
1200,2022-01-27,1433,Perdido
1201,2022-01-28,1432,Perdido
1202,2025-09-17,104,Activo
1203,2025-10-02,89,Activo
1204,2023-05-03,972,Perdido
1205,2025-12-18,12,Activo
1206,2023-06-18,926,Perdido
1207,2025-12-20,10,Activo
1208,2024-07-17,531,Perdido
1209,2025-11-23,37,Activo
1210,2023-06-26,918,Perdido
1211,2025-10-30,61,Activo
1212,2023-06-26,918,Perdido
1213,2025-12-15,15,Activo
1214,2025-09-11,110,Activo
1215,2025-09-09,112,Activo
1216,2023-04-02,1003,Perdido
1217,2025-11-18,42,Activo
1218,2025-12-25,5,Activo
1219,2025-11-13,47,Activo
1220,2023-05-04,971,Perdido
1221,2022-03-24,1377,Perdido
1222,2024-08-08,509,Perdido
1223,2023-06-28,916,Perdido
1224,2025-12-01,29,Activo
1225,2025-09-14,107,Activo
1226,2025-09-25,96,Activo
1227,2025-10-23,68,Activo
1228,2022-01-22,1438,Perdido
1229,2023-06-25,919,Perdido
1230,2024-07-23,525,Perdido
1231,2025-12-28,2,Activo
1232,2025-10-29,62,Activo
1233,2025-11-23,37,Activo
1234,2025-10-13,78,Activo
1235,2023-05-05,970,Perdido
1236,2023-05-29,946,Perdido
1237,2025-12-17,13,Activo
1238,2025-11-16,44,Activo
1239,2023-04-22,983,Perdido
1240,2025-11-29,31,Activo
1241,2024-08-21,496,Perdido
1242,2022-01-19,1441,Perdido
1243,2023-04-17,988,Perdido
1244,2022-03-01,1400,Perdido
1245,2025-12-05,25,Activo
1246,2024-07-15,533,Perdido
1247,2022-03-12,1389,Perdido
1248,2025-11-18,42,Activo
1249,2024-07-02,546,Perdido
1250,2025-10-10,81,Activo
1251,2025-10-10,81,Activo
1252,2022-01-31,1429,Perdido
1253,2025-09-15,106,Activo
1254,2025-11-03,57,Activo
1255,2025-10-13,78,Activo
1256,2025-10-02,89,Activo
1257,2025-11-26,34,Activo
1258,2025-09-29,92,Activo
1259,2022-01-05,1455,Perdido
1260,2025-10-28,63,Activo
1261,2022-01-16,1444,Perdido
1262,2022-01-10,1450,Perdido
1263,2023-05-21,954,Perdido
1264,2025-10-10,81,Activo
1265,2025-11-07,53,Activo
1266,2025-12-18,12,Activo
1267,2024-07-07,541,Perdido
1268,2025-09-24,97,Activo
1269,2024-07-21,527,Perdido
1270,2025-11-27,33,Activo
1271,2025-10-02,89,Activo
1272,2025-09-08,113,Activo
1273,2024-07-04,544,Perdido
1274,2024-07-06,542,Perdido
1275,2022-02-21,1408,Perdido
1276,2024-08-21,496,Perdido
1277,2025-11-25,35,Activo
1278,2023-05-25,950,Perdido
1279,2025-10-07,84,Activo
1280,2025-12-25,5,Activo
1281,2022-02-12,1417,Perdido
1282,2022-03-12,1389,Perdido
1283,2024-08-22,495,Perdido
1284,2025-11-14,46,Activo
1285,2025-09-10,111,Activo
1286,2024-08-19,498,Perdido
1287,2025-12-08,22,Activo
1288,2024-07-12,536,Perdido
1289,2025-09-30,91,Activo
1290,2025-12-17,13,Activo
1291,2025-09-19,102,Activo
1292,2025-09-05,116,Activo
1293,2023-06-16,928,Perdido
1294,2023-06-02,942,Perdido
1295,2025-09-16,105,Activo
1296,2024-07-12,536,Perdido
1297,2023-04-24,981,Perdido
1298,2024-08-04,513,Perdido
1299,2023-05-03,972,Perdido
1300,2025-11-22,38,Activo
1301,2022-01-20,1440,Perdido
1302,2025-11-21,39,Activo
1303,2023-04-21,984,Perdido
1304,2023-06-11,933,Perdido
1305,2022-03-29,1372,Perdido
1306,2023-04-21,984,Perdido
1307,2025-12-11,19,Activo
1308,2023-04-28,977,Perdido
1309,2025-12-18,12,Activo
1310,2025-12-09,21,Activo
1311,2023-06-06,938,Perdido
1312,2023-06-25,919,Perdido
1313,2025-12-25,5,Activo
1314,2024-08-18,499,Perdido
1315,2025-12-02,28,Activo
1316,2025-12-21,9,Activo
1317,2025-10-15,76,Activo
1318,2024-08-19,498,Perdido
1319,2023-05-21,954,Perdido
1320,2025-12-23,7,Activo
1321,2024-08-14,503,Perdido
1322,2024-07-07,541,Perdido
1323,2023-04-29,976,Perdido
1324,2025-09-06,115,Activo
1325,2025-10-10,81,Activo
1326,2023-05-07,968,Perdido
1327,2025-09-12,109,Activo
1328,2025-12-04,26,Activo
1329,2023-06-16,928,Perdido
1330,2024-07-22,526,Perdido
1331,2025-11-03,57,Activo
1332,2025-10-30,61,Activo
1333,2022-03-25,1376,Perdido
1334,2025-09-12,109,Activo
1335,2025-10-04,87,Activo
1336,2023-06-20,924,Perdido
1337,2022-02-16,1413,Perdido
1338,2022-02-08,1421,Perdido
1339,2024-07-04,544,Perdido
1340,2024-07-13,535,Perdido
1341,2023-04-23,982,Perdido
1342,2025-12-12,18,Activo
1343,2024-07-30,518,Perdido
1344,2025-12-17,13,Activo
1345,2023-05-31,944,Perdido
1346,2023-04-25,980,Perdido
1347,2024-07-18,530,Perdido
1348,2022-02-18,1411,Perdido
1349,2025-09-21,100,Activo
1350,2023-04-15,990,Perdido
1351,2025-12-03,27,Activo
1352,2025-10-30,61,Activo
1353,2023-06-23,921,Perdido
1354,2022-02-03,1426,Perdido
1355,2025-10-30,61,Activo
1356,2023-04-17,988,Perdido
1357,2023-04-25,980,Perdido
1358,2024-07-24,524,Perdido
1359,2025-11-20,40,Activo
1360,2025-10-12,79,Activo
1361,2025-11-23,37,Activo
1362,2025-11-04,56,Activo
1363,2023-05-01,974,Perdido
1364,2022-01-18,1442,Perdido
1365,2025-11-03,57,Activo
1366,2023-06-28,916,Perdido
1367,2024-08-18,499,Perdido
1368,2024-07-14,534,Perdido
1369,2023-05-26,949,Perdido
1370,2023-05-07,968,Perdido
1371,2023-05-29,946,Perdido
1372,2025-12-01,29,Activo
1373,2023-04-12,993,Perdido
1374,2023-05-15,960,Perdido
1375,2023-04-05,1000,Perdido
1376,2022-01-26,1434,Perdido
1377,2025-11-08,52,Activo
1378,2025-09-11,110,Activo
1379,2025-12-04,26,Activo
1380,2022-03-22,1379,Perdido
1381,2023-06-29,915,Perdido
1382,2023-04-28,977,Perdido
1383,2024-07-08,540,Perdido
1384,2022-01-02,1458,Perdido
1385,2022-02-21,1408,Perdido
1386,2025-12-24,6,Activo
1387,2024-08-21,496,Perdido
1388,2025-12-29,1,Activo
1389,2024-08-27,490,Perdido
1390,2025-12-16,14,Activo
1391,2024-07-04,544,Perdido
1392,2023-05-17,958,Perdido
1393,2025-12-17,13,Activo
1394,2023-06-26,918,Perdido
1395,2023-05-02,973,Perdido
1396,2025-12-24,6,Activo
1397,2024-07-26,522,Perdido
1398,2023-05-09,966,Perdido
1399,2025-10-02,89,Activo
1400,2023-06-12,932,Perdido
1401,2022-01-19,1441,Perdido
1402,2024-08-23,494,Perdido
1403,2025-11-22,38,Activo
1404,2024-08-06,511,Perdido
1405,2023-04-11,994,Perdido
1406,2022-03-16,1385,Perdido
1407,2023-06-25,919,Perdido
1408,2022-03-06,1395,Perdido
1409,2023-06-20,924,Perdido
1410,2024-07-19,529,Perdido
1411,2023-05-24,951,Perdido
1412,2025-10-29,62,Activo
1413,2025-11-14,46,Activo
1414,2022-01-03,1457,Perdido
1415,2022-03-15,1386,Perdido
1416,2025-12-18,12,Activo
1417,2025-12-01,29,Activo
1418,2025-10-11,80,Activo
1419,2024-08-14,503,Perdido
1420,2025-10-10,81,Activo
1421,2022-02-03,1426,Perdido
1422,2025-09-25,96,Activo
1423,2024-08-25,492,Perdido
1424,2023-05-19,956,Perdido
1425,2023-06-04,940,Perdido
1426,2025-11-12,48,Activo
1427,2025-12-01,29,Activo
1428,2024-07-28,520,Perdido
1429,2024-07-02,546,Perdido
1430,2023-04-10,995,Perdido
1431,2022-02-16,1413,Perdido
1432,2022-03-04,1397,Perdido
1433,2025-12-25,5,Activo
1434,2025-12-21,9,Activo
1435,2025-11-02,58,Activo
1436,2024-07-07,541,Perdido
1437,2025-10-14,77,Activo
1438,2024-08-02,515,Perdido
1439,2023-04-10,995,Perdido
1440,2023-04-10,995,Perdido
1441,2025-10-22,69,Activo
1442,2025-12-22,8,Activo
1443,2025-12-22,8,Activo
1444,2023-04-15,990,Perdido
1445,2025-10-17,74,Activo
1446,2023-06-21,923,Perdido
1447,2024-07-26,522,Perdido
1448,2025-11-11,49,Activo
1449,2025-11-09,51,Activo
1450,2023-05-14,961,Perdido
1451,2025-10-13,78,Activo
1452,2023-06-02,942,Perdido
1453,2023-05-16,959,Perdido
1454,2025-09-23,98,Activo
1455,2025-12-13,17,Activo
1456,2023-04-30,975,Perdido
1457,2025-09-11,110,Activo
1458,2023-06-17,927,Perdido
1459,2025-11-29,31,Activo
1460,2022-02-06,1423,Perdido
1461,2024-07-23,525,Perdido
1462,2022-02-08,1421,Perdido
1463,2025-12-28,2,Activo
1464,2022-03-26,1375,Perdido
1465,2025-11-24,36,Activo
1466,2022-02-23,1406,Perdido
1467,2025-09-21,100,Activo
1468,2025-12-09,21,Activo
1469,2023-06-24,920,Perdido
1470,2025-10-09,82,Activo
1471,2025-09-29,92,Activo
1472,2022-02-24,1405,Perdido
1473,2022-02-02,1427,Perdido
1474,2022-02-20,1409,Perdido
1475,2022-02-04,1425,Perdido
1476,2022-02-28,1401,Perdido
1477,2022-02-24,1405,Perdido
1478,2024-07-28,520,Perdido
1479,2025-09-25,96,Activo
1480,2023-06-11,933,Perdido
1481,2023-06-08,936,Perdido
1482,2025-10-22,69,Activo
1483,2025-12-07,23,Activo
1484,2022-01-04,1456,Perdido
1485,2023-06-06,938,Perdido
1486,2022-02-04,1425,Perdido
1487,2025-09-15,106,Activo
1488,2025-10-28,63,Activo
1489,2023-05-23,952,Perdido
1490,2023-04-24,981,Perdido
1491,2024-08-10,507,Perdido
1492,2025-09-06,115,Activo
1493,2022-03-22,1379,Perdido
1494,2022-01-24,1436,Perdido
1495,2024-07-16,532,Perdido
1496,2024-07-24,524,Perdido
1497,2025-12-15,15,Activo
1498,2022-03-30,1371,Perdido
1499,2022-03-14,1387,Perdido
1500,2024-08-02,515,Perdido
1501,2025-12-01,29,Activo
1502,2024-08-14,503,Perdido
1503,2025-11-03,57,Activo
1504,2025-09-15,106,Activo
1505,2025-10-23,68,Activo
1506,2025-12-25,5,Activo
1507,2023-05-08,967,Perdido
1508,2022-02-08,1421,Perdido
1509,2025-10-22,69,Activo
1510,2025-09-28,93,Activo
1511,2025-11-03,57,Activo
1512,2022-01-25,1435,Perdido
1513,2025-09-03,118,Activo
1514,2025-10-19,72,Activo
1515,2023-04-30,975,Perdido
1516,2023-06-06,938,Perdido
1517,2025-09-27,94,Activo
1518,2024-08-13,504,Perdido
1519,2023-05-17,958,Perdido
1520,2025-12-16,14,Activo
1521,2023-05-08,967,Perdido
1522,2022-01-22,1438,Perdido
1523,2023-06-01,943,Perdido
1524,2025-09-05,116,Activo
1525,2025-09-09,112,Activo
1526,2024-07-04,544,Perdido
1527,2023-05-30,945,Perdido
1528,2025-11-23,37,Activo
1529,2022-01-20,1440,Perdido
1530,2023-06-16,928,Perdido
1531,2025-09-26,95,Activo
1532,2024-07-09,539,Perdido
1533,2025-12-04,26,Activo
1534,2022-01-07,1453,Perdido
1535,2025-09-20,101,Activo
1536,2022-01-15,1445,Perdido
1537,2025-11-01,59,Activo
1538,2025-10-10,81,Activo
1539,2025-10-22,69,Activo
1540,2025-09-12,109,Activo
1541,2025-11-23,37,Activo
1542,2025-11-17,43,Activo
1543,2023-06-25,919,Perdido
1544,2025-12-01,29,Activo
1545,2024-07-24,524,Perdido
1546,2025-12-02,28,Activo
1547,2025-11-19,41,Activo
1548,2022-03-02,1399,Perdido
1549,2025-11-24,36,Activo
1550,2023-04-25,980,Perdido
1551,2023-06-15,929,Perdido
1552,2023-04-26,979,Perdido
1553,2024-08-15,502,Perdido
1554,2023-06-02,942,Perdido
1555,2025-12-21,9,Activo
1556,2024-08-26,491,Perdido
1557,2023-06-08,936,Perdido
1558,2025-12-19,11,Activo
1559,2025-11-08,52,Activo
1560,2023-06-07,937,Perdido
1561,2022-01-23,1437,Perdido
1562,2025-11-02,58,Activo
1563,2025-09-22,99,Activo
1564,2025-12-04,26,Activo
1565,2024-08-28,489,Perdido
1566,2023-04-27,978,Perdido
1567,2025-10-17,74,Activo
1568,2023-06-17,927,Perdido
1569,2025-12-07,23,Activo
1570,2022-01-15,1445,Perdido
1571,2025-09-10,111,Activo
1572,2024-07-25,523,Perdido
1573,2025-12-26,4,Activo
1574,2022-02-14,1415,Perdido
1575,2022-01-20,1440,Perdido
1576,2022-03-26,1375,Perdido
1577,2022-01-23,1437,Perdido
1578,2025-11-25,35,Activo
1579,2025-12-22,8,Activo
1580,2024-08-01,516,Perdido
1581,2023-06-05,939,Perdido
1582,2023-06-19,925,Perdido
1583,2022-02-09,1420,Perdido
1584,2023-06-10,934,Perdido
1585,2025-11-19,41,Activo
1586,2022-03-24,1377,Perdido
1587,2023-04-04,1001,Perdido
1588,2025-12-25,5,Activo
1589,2023-05-23,952,Perdido
1590,2022-01-31,1429,Perdido
1591,2024-07-19,529,Perdido
1592,2022-01-20,1440,Perdido
1593,2025-10-01,90,Activo
1594,2022-01-27,1433,Perdido
1595,2023-06-22,922,Perdido
1596,2025-10-01,90,Activo
1597,2025-12-01,29,Activo
1598,2025-09-10,111,Activo
1599,2025-09-29,92,Activo
1600,2025-09-02,119,Activo
1601,2023-05-07,968,Perdido
1602,2023-05-13,962,Perdido
1603,2022-01-30,1430,Perdido
1604,2023-06-25,919,Perdido
1605,2023-06-25,919,Perdido
1606,2023-05-30,945,Perdido
1607,2025-11-07,53,Activo
1608,2022-02-05,1424,Perdido
1609,2023-06-11,933,Perdido
1610,2024-07-10,538,Perdido
1611,2025-11-29,31,Activo
1612,2025-12-30,0,Activo
1613,2025-11-16,44,Activo
1614,2025-12-25,5,Activo
1615,2023-06-08,936,Perdido
1616,2022-03-24,1377,Perdido
1617,2023-04-07,998,Perdido
1618,2025-11-28,32,Activo
1619,2025-12-28,2,Activo
1620,2025-12-25,5,Activo
1621,2023-06-12,932,Perdido
1622,2025-12-19,11,Activo
1623,2022-01-08,1452,Perdido
1624,2025-09-04,117,Activo
1625,2025-12-16,14,Activo
1626,2023-05-21,954,Perdido
1627,2024-08-24,493,Perdido
1628,2025-09-07,114,Activo
1629,2024-08-13,504,Perdido
1630,2023-04-12,993,Perdido
1631,2023-06-19,925,Perdido
1632,2025-12-29,1,Activo
1633,2025-11-21,39,Activo
1634,2025-10-10,81,Activo
1635,2025-09-04,117,Activo
1636,2025-11-26,34,Activo
1637,2025-12-22,8,Activo
1638,2025-10-16,75,Activo
1639,2022-01-05,1455,Perdido
1640,2025-12-24,6,Activo
1641,2023-05-11,964,Perdido
1642,2022-03-16,1385,Perdido
1643,2022-02-02,1427,Perdido
1644,2024-08-05,512,Perdido
1645,2025-12-02,28,Activo
1646,2022-02-23,1406,Perdido
1647,2025-12-20,10,Activo
1648,2022-01-14,1446,Perdido
1649,2022-03-21,1380,Perdido
1650,2025-11-04,56,Activo
1651,2025-11-16,44,Activo
1652,2023-06-13,931,Perdido
1653,2025-12-11,19,Activo
1654,2024-08-12,505,Perdido
1655,2024-08-27,490,Perdido
1656,2025-10-09,82,Activo
1657,2022-02-11,1418,Perdido
1658,2022-02-16,1413,Perdido
1659,2022-01-28,1432,Perdido
1660,2025-09-22,99,Activo
1661,2023-06-19,925,Perdido
1662,2025-10-07,84,Activo
1663,2025-09-25,96,Activo
1664,2025-12-17,13,Activo
1665,2025-10-11,80,Activo
1666,2022-02-01,1428,Perdido
1667,2025-11-14,46,Activo
1668,2024-07-23,525,Perdido
1669,2024-07-07,541,Perdido
1670,2025-11-27,33,Activo
1671,2023-04-08,997,Perdido
1672,2025-10-17,74,Activo
1673,2022-03-28,1373,Perdido
1674,2023-04-11,994,Perdido
1675,2025-12-20,10,Activo
1676,2025-09-15,106,Activo
1677,2022-02-19,1410,Perdido
1678,2025-12-23,7,Activo
1679,2025-10-05,86,Activo
1680,2025-09-25,96,Activo
1681,2022-03-22,1379,Perdido
1682,2025-12-11,19,Activo
1683,2025-11-07,53,Activo
1684,2022-03-19,1382,Perdido
1685,2025-09-15,106,Activo
1686,2023-06-03,941,Perdido
1687,2025-09-21,100,Activo
1688,2025-11-27,33,Activo
1689,2023-04-29,976,Perdido
1690,2025-12-27,3,Activo
1691,2023-06-04,940,Perdido
1692,2022-03-14,1387,Perdido
1693,2025-09-30,91,Activo
1694,2025-12-29,1,Activo
1695,2023-06-06,938,Perdido
1696,2025-10-24,67,Activo
1697,2025-12-02,28,Activo
1698,2024-08-21,496,Perdido
1699,2025-10-30,61,Activo
1700,2023-06-28,916,Perdido
1701,2025-12-20,10,Activo
1702,2025-09-16,105,Activo
1703,2025-09-26,95,Activo
1704,2025-11-30,30,Activo
1705,2025-09-14,107,Activo
1706,2022-01-10,1450,Perdido
1707,2022-01-13,1447,Perdido
1708,2022-03-16,1385,Perdido
1709,2024-08-22,495,Perdido
1710,2022-02-09,1420,Perdido
1711,2025-10-18,73,Activo
1712,2022-02-27,1402,Perdido
1713,2025-09-23,98,Activo
1714,2025-09-21,100,Activo
1715,2023-05-03,972,Perdido
1716,2025-12-27,3,Activo
1717,2023-05-27,948,Perdido
1718,2022-02-26,1403,Perdido
1719,2022-01-15,1445,Perdido
1720,2025-11-18,42,Activo
1721,2023-04-27,978,Perdido
1722,2022-03-24,1377,Perdido
1723,2025-11-21,39,Activo
1724,2024-08-21,496,Perdido
1725,2025-11-06,54,Activo
1726,2025-12-26,4,Activo
1727,2024-07-16,532,Perdido
1728,2024-08-01,516,Perdido
1729,2023-06-16,928,Perdido
1730,2025-11-05,55,Activo
1731,2023-04-22,983,Perdido
1732,2025-10-23,68,Activo
1733,2025-12-24,6,Activo
1734,2022-02-03,1426,Perdido
1735,2025-09-02,119,Activo
1736,2025-12-25,5,Activo
1737,2022-03-14,1387,Perdido
1738,2025-11-11,49,Activo
1739,2025-11-11,49,Activo
1740,2024-07-29,519,Perdido
1741,2023-06-25,919,Perdido
1742,2023-05-28,947,Perdido
1743,2025-10-22,69,Activo
