customer_id,ingresos,margen_ratio,frecuencia,anios_relacion,cltv,dias_ultima_compra,estado_churn,items_comprados,items_devueltos,return_rate
2777,399.99,0.4,1,1.0,160.0,118,Activo,1,0,0.0
2792,399.99,0.4,1,1.0,160.0,92,Activo,1,0,0.0
4734,399.99,0.4,1,1.0,160.0,1812,Perdido,1,0,0.0
3731,399.99,0.4,1,1.0,160.0,113,Activo,1,1,1.0
988,399.99,0.4,1,1.0,160.0,41,Activo,1,0,0.0
2362,399.99,0.4,1,1.0,160.0,1448,Perdido,1,0,0.0
3707,399.99,0.4,1,1.0,160.0,907,Perdido,1,0,0.0
5475,399.99,0.4,1,1.0,160.0,858,Perdido,1,0,0.0
2426,399.99,0.4,1,1.0,160.0,1451,Perdido,1,0,0.0
1642,399.99,0.4,1,1.0,160.0,1385,Perdido,1,0,0.0
2452,399.99,0.4,1,1.0,160.0,487,Perdido,1,0,0.0
5501,399.99,0.4,1,1.0,160.0,1309,Perdido,1,0,0.0
3472,399.99,0.4,1,1.0,160.0,1347,Perdido,1,0,0.0
5532,399.99,0.4,1,1.0,160.0,1759,Perdido,1,1,1.0
5120,399.99,0.4,1,1.0,160.0,66,Activo,1,0,0.0
5114,399.99,0.4,1,1.0,160.0,103,Activo,1,0,0.0
2830,399.99,0.4,1,1.0,160.0,1754,Perdido,1,0,0.0
4951,399.99,0.4,1,1.0,160.0,1311,Perdido,1,1,1.0
5096,399.99,0.4,1,1.0,160.0,890,Perdido,1,0,0.0
2876,399.99,0.4,1,1.0,160.0,96,Activo,1,0,0.0
4930,399.99,0.4,1,1.0,160.0,897,Perdido,1,0,0.0
1386,399.99,0.4,1,1.0,160.0,6,Activo,1,0,0.0
5105,399.99,0.4,1,1.0,160.0,380,Perdido,1,0,0.0
1006,399.99,0.4,1,1.0,160.0,1453,Perdido,1,0,0.0
1643,399.99,0.4,1,1.0,160.0,1427,Perdido,1,0,0.0
889,399.99,0.4,1,1.0,160.0,50,Activo,1,1,1.0
4562,399.99,0.4,1,1.0,160.0,62,Activo,1,0,0.0
2872,399.99,0.4,1,1.0,160.0,1787,Perdido,1,0,0.0
3679,399.99,0.4,1,1.0,160.0,1769,Perdido,1,0,0.0
3567,399.99,0.4,1,1.0,160.0,903,Perdido,1,0,0.0
3599,399.99,0.4,1,1.0,160.0,117,Activo,1,0,0.0
3617,399.99,0.4,1,1.0,160.0,1824,Perdido,1,0,0.0
5476,399.99,0.4,1,1.0,160.0,113,Activo,1,0,0.0
3441,399.99,0.4,1,1.0,160.0,112,Activo,1,0,0.0
4634,399.99,0.4,1,1.0,160.0,403,Perdido,1,0,0.0
1315,399.99,0.4,1,1.0,160.0,28,Activo,1,0,0.0
2569,399.99,0.4,1,1.0,160.0,92,Activo,1,0,0.0
5389,399.99,0.4,1,1.0,160.0,1765,Perdido,1,0,0.0
1209,399.99,0.4,1,1.0,160.0,37,Activo,1,0,0.0
3763,399.99,0.4,1,1.0,160.0,906,Perdido,1,0,0.0
3759,399.99,0.4,1,1.0,160.0,115,Activo,1,0,0.0
2539,399.99,0.4,1,1.0,160.0,45,Activo,1,0,0.0
1158,399.99,0.4,1,1.0,160.0,939,Perdido,1,0,0.0
1972,399.99,0.4,1,1.0,160.0,1403,Perdido,1,0,0.0
5225,399.99,0.4,1,1.0,160.0,381,Perdido,1,1,1.0
765,399.99,0.4,1,1.0,160.0,54,Activo,1,0,0.0
4232,399.99,0.4,1,1.0,160.0,912,Perdido,1,0,0.0
1500,399.99,0.4,1,1.0,160.0,515,Perdido,1,0,0.0
3170,399.99,0.4,1,1.0,160.0,67,Activo,1,0,0.0
4803,399.99,0.4,1,1.0,160.0,878,Perdido,1,0,0.0
3228,399.99,0.4,1,1.0,160.0,415,Perdido,1,0,0.0
1485,399.99,0.4,1,1.0,160.0,938,Perdido,1,0,0.0
1579,399.99,0.4,1,1.0,160.0,8,Activo,1,0,0.0
1289,399.99,0.4,1,1.0,160.0,91,Activo,1,0,0.0
3922,399.99,0.4,1,1.0,160.0,872,Perdido,1,0,0.0
1892,399.99,0.4,1,1.0,160.0,955,Perdido,1,0,0.0
1316,399.99,0.4,1,1.0,160.0,9,Activo,1,0,0.0
1921,399.99,0.4,1,1.0,160.0,916,Perdido,1,0,0.0
5585,399.99,0.4,1,1.0,160.0,80,Activo,1,0,0.0
2587,399.99,0.4,1,1.0,160.0,1427,Perdido,1,0,0.0
2238,399.99,0.4,1,1.0,160.0,944,Perdido,1,0,0.0
3406,399.99,0.4,1,1.0,160.0,101,Activo,1,0,0.0
5129,399.99,0.4,1,1.0,160.0,403,Perdido,1,0,0.0
3786,399.99,0.4,1,1.0,160.0,399,Perdido,1,0,0.0
753,399.99,0.4,1,1.0,160.0,103,Activo,1,0,0.0
3834,399.99,0.4,1,1.0,160.0,63,Activo,1,0,0.0
5696,399.8,0.4,1,1.0,159.92,1364,Perdido,1,0,0.0
1425,399.8,0.4,1,1.0,159.92,940,Perdido,1,0,0.0
3468,399.8,0.4,1,1.0,159.92,854,Perdido,1,0,0.0
5507,399.8,0.4,1,1.0,159.92,1767,Perdido,1,0,0.0
984,399.8,0.4,1,1.0,159.92,1447,Perdido,1,0,0.0
3597,399.8,0.4,1,1.0,159.92,1746,Perdido,1,0,0.0
4490,399.8,0.4,1,1.0,159.92,367,Perdido,1,0,0.0
5108,399.8,0.4,1,1.0,159.92,1336,Perdido,1,0,0.0
4612,399.8,0.4,1,1.0,159.92,65,Activo,1,0,0.0
3446,399.8,0.4,1,1.0,159.92,1784,Perdido,1,0,0.0
1777,399.8,0.4,1,1.0,159.92,505,Perdido,1,0,0.0
5401,399.8,0.4,1,1.0,159.92,1758,Perdido,1,0,0.0
1761,399.8,0.4,1,1.0,159.92,1426,Perdido,1,0,0.0
3665,399.8,0.4,1,1.0,159.92,882,Perdido,1,0,0.0
1748,399.8,0.4,1,1.0,159.92,1454,Perdido,1,0,0.0
2450,399.8,0.4,1,1.0,159.92,90,Activo,1,0,0.0
4576,399.8,0.4,1,1.0,159.92,1311,Perdido,1,0,0.0
4582,399.8,0.4,1,1.0,159.92,100,Activo,1,0,0.0
5148,399.8,0.4,1,1.0,159.92,1803,Perdido,1,0,0.0
4442,399.8,0.4,1,1.0,159.92,1294,Perdido,1,0,0.0
3776,399.8,0.4,1,1.0,159.92,110,Activo,1,0,0.0
1210,399.8,0.4,1,1.0,159.92,918,Perdido,1,0,0.0
2577,399.8,0.4,1,1.0,159.92,1397,Perdido,1,0,0.0
3379,399.8,0.4,1,1.0,159.92,68,Activo,1,0,0.0
3253,399.8,0.4,1,1.0,159.92,408,Perdido,1,0,0.0
3280,399.8,0.4,1,1.0,159.92,1333,Perdido,1,0,0.0
3855,399.8,0.4,1,1.0,159.92,1768,Perdido,1,0,0.0
5342,399.8,0.4,1,1.0,159.92,1298,Perdido,1,1,1.0
4655,399.8,0.4,1,1.0,159.92,889,Perdido,1,0,0.0
5427,399.8,0.4,1,1.0,159.92,97,Activo,1,0,0.0
3968,399.8,0.4,1,1.0,159.92,371,Perdido,1,0,0.0
3186,399.8,0.4,1,1.0,159.92,1338,Perdido,1,0,0.0
4739,399.8,0.4,1,1.0,159.92,878,Perdido,1,1,1.0
1091,399.8,0.4,1,1.0,159.92,77,Activo,1,0,0.0
4693,399.8,0.4,1,1.0,159.92,1356,Perdido,1,0,0.0
2121,399.8,0.4,1,1.0,159.92,96,Activo,1,0,0.0
2916,399.8,0.4,1,1.0,159.92,1286,Perdido,1,0,0.0
1931,399.8,0.4,1,1.0,159.92,987,Perdido,1,0,0.0
2935,399.8,0.4,1,1.0,159.92,85,Activo,1,0,0.0
2039,399.8,0.4,1,1.0,159.92,516,Perdido,1,0,0.0
4182,389.97,0.4,1,1.0,156.0,1776,Perdido,1,0,0.0
4035,389.97,0.4,1,1.0,156.0,894,Perdido,1,1,1.0
758,389.97,0.4,1,1.0,156.0,986,Perdido,1,0,0.0
5127,389.97,0.4,1,1.0,156.0,1289,Perdido,1,0,0.0
4390,389.97,0.4,1,1.0,156.0,1764,Perdido,1,0,0.0
5349,389.97,0.4,1,1.0,156.0,897,Perdido,1,0,0.0
5654,389.97,0.4,1,1.0,156.0,1366,Perdido,1,0,0.0
2678,389.97,0.4,1,1.0,156.0,489,Perdido,1,0,0.0
1524,389.97,0.4,1,1.0,156.0,116,Activo,1,0,0.0
1434,389.97,0.4,1,1.0,156.0,9,Activo,1,0,0.0
1359,389.97,0.4,1,1.0,156.0,40,Activo,1,0,0.0
5622,389.97,0.4,1,1.0,156.0,100,Activo,1,0,0.0
3447,389.97,0.4,1,1.0,156.0,1358,Perdido,1,0,0.0
2513,389.97,0.4,1,1.0,156.0,19,Activo,1,0,0.0
2817,389.97,0.4,1,1.0,156.0,1300,Perdido,1,0,0.0
2370,389.7,0.4,1,1.0,155.88,1436,Perdido,1,0,0.0
3701,389.7,0.4,1,1.0,155.88,400,Perdido,1,0,0.0
3940,389.7,0.4,1,1.0,155.88,368,Perdido,1,0,0.0
5069,389.7,0.4,1,1.0,155.88,1305,Perdido,1,0,0.0
3215,389.7,0.4,1,1.0,155.88,1806,Perdido,1,0,0.0
5681,389.7,0.4,1,1.0,155.88,101,Activo,1,0,0.0
1656,389.7,0.4,1,1.0,155.88,82,Activo,1,1,1.0
1974,389.7,0.4,1,1.0,155.88,54,Activo,1,0,0.0
4952,389.7,0.4,1,1.0,155.88,1755,Perdido,1,0,0.0
1145,389.7,0.4,1,1.0,155.88,56,Activo,1,0,0.0
2436,389.7,0.4,1,1.0,155.88,940,Perdido,1,0,0.0
5279,379.98,0.4,1,1.0,152.0,885,Perdido,1,0,0.0
1952,379.98,0.4,1,1.0,152.0,78,Activo,1,0,0.0
5340,379.98,0.4,1,1.0,152.0,908,Perdido,1,0,0.0
4113,379.98,0.4,1,1.0,152.0,1359,Perdido,1,1,1.0
3562,379.98,0.4,1,1.0,152.0,100,Activo,1,2,2.0
1702,379.98,0.4,1,1.0,152.0,105,Activo,1,0,0.0
949,379.98,0.4,1,1.0,152.0,89,Activo,1,0,0.0
4353,379.98,0.4,1,1.0,152.0,381,Perdido,1,1,1.0
1894,379.98,0.4,1,1.0,152.0,17,Activo,1,0,0.0
4432,379.98,0.4,1,1.0,152.0,1333,Perdido,1,0,0.0
4623,379.98,0.4,1,1.0,152.0,380,Perdido,1,0,0.0
1561,379.98,0.4,1,1.0,152.0,1437,Perdido,1,0,0.0
4848,379.98,0.4,1,1.0,152.0,404,Perdido,1,0,0.0
1487,379.98,0.4,1,1.0,152.0,106,Activo,1,0,0.0
840,379.98,0.4,1,1.0,152.0,934,Perdido,1,1,1.0
835,379.98,0.4,1,1.0,152.0,31,Activo,1,0,0.0
4798,379.98,0.4,1,1.0,152.0,113,Activo,1,0,0.0
832,379.98,0.4,1,1.0,152.0,79,Activo,1,0,0.0
4874,379.98,0.4,1,1.0,152.0,1792,Perdido,1,0,0.0
5567,379.98,0.4,1,1.0,152.0,383,Perdido,1,0,0.0
2007,379.98,0.4,1,1.0,152.0,27,Activo,1,0,0.0
5691,379.98,0.4,1,1.0,152.0,1359,Perdido,1,1,1.0
5302,379.98,0.4,1,1.0,152.0,373,Perdido,1,0,0.0
4244,379.98,0.4,1,1.0,152.0,1297,Perdido,1,0,0.0
4941,379.98,0.4,1,1.0,152.0,1363,Perdido,1,0,0.0
3910,379.98,0.4,1,1.0,152.0,386,Perdido,1,0,0.0
3612,379.98,0.4,1,1.0,152.0,1787,Perdido,1,0,0.0
4833,359.97,0.4,1,1.0,144.0,383,Perdido,1,0,0.0
3907,359.97,0.4,1,1.0,144.0,85,Activo,1,0,0.0
1736,359.97,0.4,1,1.0,144.0,5,Activo,1,0,0.0
3983,359.97,0.4,1,1.0,144.0,876,Perdido,1,0,0.0
4573,359.97,0.4,1,1.0,144.0,878,Perdido,1,0,0.0
4598,359.97,0.4,1,1.0,144.0,105,Activo,1,0,0.0
1962,359.97,0.4,1,1.0,144.0,1385,Perdido,1,0,0.0
4168,359.98,0.4,1,1.0,144.0,1316,Perdido,1,0,0.0
2062,359.98,0.4,1,1.0,144.0,489,Perdido,1,0,0.0
5523,359.98,0.4,1,1.0,144.0,1314,Perdido,1,0,0.0
3556,359.98,0.4,1,1.0,144.0,1768,Perdido,1,0,0.0
1263,359.98,0.4,1,1.0,144.0,954,Perdido,1,0,0.0
5266,359.98,0.4,1,1.0,144.0,406,Perdido,1,0,0.0
1900,359.98,0.4,1,1.0,144.0,958,Perdido,1,0,0.0
2104,359.98,0.4,1,1.0,144.0,502,Perdido,1,0,0.0
5333,359.98,0.4,1,1.0,144.0,1335,Perdido,1,0,0.0
4245,359.98,0.4,1,1.0,144.0,902,Perdido,1,0,0.0
2884,359.98,0.4,1,1.0,144.0,120,Activo,1,0,0.0
3706,359.98,0.4,1,1.0,144.0,108,Activo,1,0,0.0
4430,359.98,0.4,1,1.0,144.0,884,Perdido,1,0,0.0
1756,359.98,0.4,1,1.0,144.0,1437,Perdido,1,0,0.0
3695,359.98,0.4,1,1.0,144.0,1332,Perdido,1,0,0.0
5167,359.98,0.4,1,1.0,144.0,90,Activo,1,0,0.0
1217,359.98,0.4,1,1.0,144.0,42,Activo,1,0,0.0
3884,359.98,0.4,1,1.0,144.0,1285,Perdido,1,0,0.0
4125,359.98,0.4,1,1.0,144.0,1785,Perdido,1,0,0.0
2032,359.98,0.4,1,1.0,144.0,938,Perdido,1,0,0.0
4133,359.98,0.4,1,1.0,144.0,1821,Perdido,1,0,0.0
1557,359.98,0.4,1,1.0,144.0,936,Perdido,1,0,0.0
5012,359.98,0.4,1,1.0,144.0,1823,Perdido,1,0,0.0
3026,359.98,0.4,1,1.0,144.0,75,Activo,1,0,0.0
2638,359.98,0.4,1,1.0,144.0,493,Perdido,1,0,0.0
950,359.98,0.4,1,1.0,144.0,85,Activo,1,0,0.0
874,359.98,0.4,1,1.0,144.0,1455,Perdido,1,0,0.0
5650,359.98,0.4,1,1.0,144.0,370,Perdido,1,0,0.0
2630,359.98,0.4,1,1.0,144.0,24,Activo,1,0,0.0
4515,359.98,0.4,1,1.0,144.0,899,Perdido,1,0,0.0
2462,359.98,0.4,1,1.0,144.0,487,Perdido,1,0,0.0
2605,359.98,0.4,1,1.0,144.0,67,Activo,1,0,0.0
3412,359.98,0.4,1,1.0,144.0,1793,Perdido,1,0,0.0
3494,359.98,0.4,1,1.0,144.0,1352,Perdido,1,0,0.0
2361,349.99,0.4,1,1.0,140.0,82,Activo,1,0,0.0
5450,349.99,0.4,1,1.0,140.0,1367,Perdido,1,0,0.0
3691,349.99,0.4,1,1.0,140.0,858,Perdido,1,0,0.0
1744,349.99,0.4,1,1.0,140.0,514,Perdido,1,1,1.0
3778,349.99,0.4,1,1.0,140.0,1347,Perdido,1,1,1.0
1012,349.99,0.4,1,1.0,140.0,102,Activo,1,0,0.0
5146,349.99,0.4,1,1.0,140.0,391,Perdido,1,1,1.0
3775,349.99,0.4,1,1.0,140.0,408,Perdido,1,0,0.0
3593,349.99,0.4,1,1.0,140.0,1795,Perdido,1,0,0.0
2423,349.99,0.4,1,1.0,140.0,1442,Perdido,1,0,0.0
2205,349.99,0.4,1,1.0,140.0,31,Activo,1,0,0.0
1844,349.99,0.4,1,1.0,140.0,537,Perdido,1,0,0.0
3741,349.99,0.4,1,1.0,140.0,401,Perdido,1,0,0.0
5400,349.99,0.4,1,1.0,140.0,1283,Perdido,1,0,0.0
3809,349.99,0.4,1,1.0,140.0,1802,Perdido,1,0,0.0
2319,349.99,0.4,1,1.0,140.0,966,Perdido,1,0,0.0
4420,349.99,0.4,1,1.0,140.0,872,Perdido,1,0,0.0
5363,349.99,0.4,1,1.0,140.0,1755,Perdido,1,0,0.0
2157,349.99,0.4,1,1.0,140.0,915,Perdido,1,0,0.0
4235,349.99,0.4,1,1.0,140.0,860,Perdido,1,0,0.0
2079,349.99,0.4,1,1.0,140.0,26,Activo,1,0,0.0
1104,349.99,0.4,1,1.0,140.0,27,Activo,1,0,0.0
5273,349.99,0.4,1,1.0,140.0,1818,Perdido,1,0,0.0
1998,349.99,0.4,1,1.0,140.0,110,Activo,1,0,0.0
4940,349.99,0.4,1,1.0,140.0,393,Perdido,1,0,0.0
2167,349.99,0.4,1,1.0,140.0,59,Activo,1,0,0.0
4950,349.99,0.4,1,1.0,140.0,1293,Perdido,1,0,0.0
5264,349.99,0.4,1,1.0,140.0,108,Activo,1,1,1.0
3053,349.99,0.4,1,1.0,140.0,860,Perdido,1,0,0.0
808,349.99,0.4,1,1.0,140.0,91,Activo,1,0,0.0
4932,349.99,0.4,1,1.0,140.0,1306,Perdido,1,0,0.0
4184,349.99,0.4,1,1.0,140.0,1349,Perdido,1,0,0.0
1431,349.99,0.4,1,1.0,140.0,1413,Perdido,1,0,0.0
4910,349.99,0.4,1,1.0,140.0,106,Activo,1,0,0.0
4913,349.99,0.4,1,1.0,140.0,373,Perdido,1,0,0.0
2954,349.99,0.4,1,1.0,140.0,63,Activo,1,0,0.0
803,349.99,0.4,1,1.0,140.0,990,Perdido,1,0,0.0
823,349.99,0.4,1,1.0,140.0,1441,Perdido,1,1,1.0
2819,349.99,0.4,1,1.0,140.0,84,Activo,1,0,0.0
2920,349.99,0.4,1,1.0,140.0,883,Perdido,1,0,0.0
3015,349.99,0.4,1,1.0,140.0,896,Perdido,1,0,0.0
4997,349.99,0.4,1,1.0,140.0,1779,Perdido,1,0,0.0
3134,349.99,0.4,1,1.0,140.0,1774,Perdido,1,0,0.0
4961,349.99,0.4,1,1.0,140.0,1332,Perdido,1,0,0.0
1326,349.99,0.4,1,1.0,140.0,968,Perdido,1,0,0.0
1556,349.99,0.4,1,1.0,140.0,491,Perdido,1,0,0.0
4719,349.99,0.4,1,1.0,140.0,880,Perdido,1,0,0.0
1550,349.99,0.4,1,1.0,140.0,980,Perdido,1,0,0.0
3137,349.99,0.4,1,1.0,140.0,413,Perdido,1,0,0.0
2725,349.99,0.4,1,1.0,140.0,111,Activo,1,0,0.0
4726,349.99,0.4,1,1.0,140.0,87,Activo,1,0,0.0
854,349.99,0.4,1,1.0,140.0,12,Activo,1,0,0.0
2793,349.99,0.4,1,1.0,140.0,1802,Perdido,1,1,1.0
3142,349.99,0.4,1,1.0,140.0,1315,Perdido,1,0,0.0
4762,349.99,0.4,1,1.0,140.0,1802,Perdido,1,0,0.0
5561,349.99,0.4,1,1.0,140.0,893,Perdido,1,0,0.0
1598,349.99,0.4,1,1.0,140.0,111,Activo,1,0,0.0
4577,349.99,0.4,1,1.0,140.0,1762,Perdido,1,0,0.0
3561,349.99,0.4,1,1.0,140.0,401,Perdido,1,0,0.0
1287,349.99,0.4,1,1.0,140.0,22,Activo,1,0,0.0
860,349.99,0.4,1,1.0,140.0,943,Perdido,1,0,0.0
5508,349.99,0.4,1,1.0,140.0,898,Perdido,1,0,0.0
1241,349.99,0.4,1,1.0,140.0,496,Perdido,1,0,0.0
967,349.99,0.4,1,1.0,140.0,541,Perdido,1,0,0.0
2696,349.99,0.4,1,1.0,140.0,119,Activo,1,0,0.0
3356,349.99,0.4,1,1.0,140.0,861,Perdido,1,0,0.0
4703,349.99,0.4,1,1.0,140.0,110,Activo,1,1,1.0
4651,349.99,0.4,1,1.0,140.0,415,Perdido,1,0,0.0
4304,349.99,0.4,1,1.0,140.0,905,Perdido,1,0,0.0
4330,349.99,0.4,1,1.0,140.0,1778,Perdido,1,0,0.0
1049,349.99,0.4,1,1.0,140.0,925,Perdido,1,0,0.0
1862,349.99,0.4,1,1.0,140.0,1428,Perdido,1,0,0.0
1057,349.99,0.4,1,1.0,140.0,1420,Perdido,1,0,0.0
4937,349.99,0.4,1,1.0,140.0,116,Activo,1,0,0.0
4205,349.99,0.4,1,1.0,140.0,91,Activo,1,0,0.0
1950,349.99,0.4,1,1.0,140.0,1408,Perdido,1,0,0.0
1845,349.99,0.4,1,1.0,140.0,26,Activo,1,0,0.0
3445,349.99,0.4,1,1.0,140.0,1318,Perdido,1,0,0.0
3434,349.99,0.4,1,1.0,140.0,1759,Perdido,1,0,0.0
2729,349.99,0.4,1,1.0,140.0,542,Perdido,1,0,0.0
3242,349.99,0.4,1,1.0,140.0,381,Perdido,1,0,0.0
4712,349.99,0.4,1,1.0,140.0,1784,Perdido,1,0,0.0
2647,349.99,0.4,1,1.0,140.0,15,Activo,1,0,0.0
2924,319.98,0.4,1,1.0,128.0,380,Perdido,1,0,0.0
3058,319.98,0.4,1,1.0,128.0,1350,Perdido,1,0,0.0
5711,319.98,0.4,1,1.0,128.0,1356,Perdido,1,0,0.0
2980,319.98,0.4,1,1.0,128.0,1280,Perdido,1,0,0.0
1933,319.98,0.4,1,1.0,128.0,1411,Perdido,1,0,0.0
4261,319.98,0.4,1,1.0,128.0,1748,Perdido,1,0,0.0
4078,319.98,0.4,1,1.0,128.0,1768,Perdido,1,0,0.0
5316,319.98,0.4,1,1.0,128.0,380,Perdido,1,0,0.0
3949,319.98,0.4,1,1.0,128.0,1283,Perdido,1,0,0.0
3964,319.98,0.4,1,1.0,128.0,398,Perdido,1,0,0.0
1068,319.98,0.4,1,1.0,128.0,71,Activo,1,0,0.0
1069,319.98,0.4,1,1.0,128.0,88,Activo,1,0,0.0
2150,319.98,0.4,1,1.0,128.0,508,Perdido,1,0,0.0
3577,319.98,0.4,1,1.0,128.0,61,Activo,1,0,0.0
5466,319.98,0.4,1,1.0,128.0,909,Perdido,1,1,1.0
3844,319.98,0.4,1,1.0,128.0,389,Perdido,1,0,0.0
5434,319.98,0.4,1,1.0,128.0,1286,Perdido,1,0,0.0
2322,319.98,0.4,1,1.0,128.0,96,Activo,1,0,0.0
5414,319.98,0.4,1,1.0,128.0,1363,Perdido,1,0,0.0
3991,319.98,0.4,1,1.0,128.0,1295,Perdido,1,0,0.0
4290,319.98,0.4,1,1.0,128.0,909,Perdido,1,0,0.0
2174,319.98,0.4,1,1.0,128.0,976,Perdido,1,0,0.0
4350,319.98,0.4,1,1.0,128.0,400,Perdido,1,0,0.0
5380,319.98,0.4,1,1.0,128.0,389,Perdido,1,0,0.0
3887,319.98,0.4,1,1.0,128.0,82,Activo,1,0,0.0
5171,319.98,0.4,1,1.0,128.0,904,Perdido,1,0,0.0
4392,319.98,0.4,1,1.0,128.0,117,Activo,1,0,0.0
1809,319.98,0.4,1,1.0,128.0,73,Activo,1,0,0.0
5394,319.98,0.4,1,1.0,128.0,862,Perdido,1,0,0.0
4126,319.98,0.4,1,1.0,128.0,402,Perdido,1,0,0.0
2883,319.98,0.4,1,1.0,128.0,115,Activo,1,0,0.0
4067,319.98,0.4,1,1.0,128.0,1342,Perdido,1,0,0.0
2082,319.98,0.4,1,1.0,128.0,1424,Perdido,1,0,0.0
1958,319.98,0.4,1,1.0,128.0,31,Activo,1,1,1.0
2003,319.98,0.4,1,1.0,128.0,24,Activo,1,0,0.0
2073,319.98,0.4,1,1.0,128.0,88,Activo,1,0,0.0
3548,319.98,0.4,1,1.0,128.0,1784,Perdido,1,0,0.0
3507,319.98,0.4,1,1.0,128.0,379,Perdido,1,0,0.0
941,319.98,0.4,1,1.0,128.0,492,Perdido,1,0,0.0
1706,319.98,0.4,1,1.0,128.0,1450,Perdido,1,0,0.0
4505,319.98,0.4,1,1.0,128.0,1803,Perdido,1,1,1.0
5518,319.98,0.4,1,1.0,128.0,74,Activo,1,0,0.0
2481,319.98,0.4,1,1.0,128.0,1396,Perdido,1,0,0.0
5086,319.98,0.4,1,1.0,128.0,871,Perdido,1,1,1.0
3484,319.98,0.4,1,1.0,128.0,1301,Perdido,1,0,0.0
4664,319.98,0.4,1,1.0,128.0,1280,Perdido,1,0,0.0
2576,319.98,0.4,1,1.0,128.0,1430,Perdido,1,0,0.0
3407,319.98,0.4,1,1.0,128.0,859,Perdido,1,0,0.0
1604,319.98,0.4,1,1.0,128.0,919,Perdido,1,0,0.0
4649,319.98,0.4,1,1.0,128.0,1751,Perdido,1,0,0.0
3373,319.98,0.4,1,1.0,128.0,1776,Perdido,1,0,0.0
5592,319.98,0.4,1,1.0,128.0,856,Perdido,1,0,0.0
2572,319.98,0.4,1,1.0,128.0,32,Activo,1,0,0.0
3420,319.98,0.4,1,1.0,128.0,1815,Perdido,1,0,0.0
2495,319.98,0.4,1,1.0,128.0,964,Perdido,1,0,0.0
5525,319.98,0.4,1,1.0,128.0,386,Perdido,1,0,0.0
2493,319.98,0.4,1,1.0,128.0,1452,Perdido,1,0,0.0
1552,319.98,0.4,1,1.0,128.0,979,Perdido,1,0,0.0
2640,319.98,0.4,1,1.0,128.0,37,Activo,1,0,0.0
4729,319.98,0.4,1,1.0,128.0,1800,Perdido,1,0,0.0
2757,319.98,0.4,1,1.0,128.0,365,En riesgo,1,0,0.0
1503,319.98,0.4,1,1.0,128.0,57,Activo,1,0,0.0
2794,319.98,0.4,1,1.0,128.0,81,Activo,1,0,0.0
5008,319.98,0.4,1,1.0,128.0,423,Perdido,1,0,0.0
5013,319.98,0.4,1,1.0,128.0,1335,Perdido,1,0,0.0
3214,319.98,0.4,1,1.0,128.0,370,Perdido,1,0,0.0
1368,319.98,0.4,1,1.0,128.0,534,Perdido,1,0,0.0
4982,319.98,0.4,1,1.0,128.0,371,Perdido,1,0,0.0
2748,319.98,0.4,1,1.0,128.0,1372,Perdido,1,0,0.0
2988,319.98,0.4,1,1.0,128.0,410,Perdido,1,0,0.0
2907,319.98,0.4,1,1.0,128.0,1795,Perdido,1,0,0.0
3117,319.98,0.4,1,1.0,128.0,1756,Perdido,1,0,0.0
2986,319.98,0.4,1,1.0,128.0,1299,Perdido,1,0,0.0
1433,319.98,0.4,1,1.0,128.0,5,Activo,1,0,0.0
5716,319.98,0.4,1,1.0,128.0,1762,Perdido,1,0,0.0
2863,319.98,0.4,1,1.0,128.0,375,Perdido,1,0,0.0
5675,319.98,0.4,1,1.0,128.0,422,Perdido,1,0,0.0
1938,299.98,0.4,1,1.0,120.0,982,Perdido,1,0,0.0
4219,299.98,0.4,1,1.0,120.0,96,Activo,1,0,0.0
1936,299.98,0.4,1,1.0,120.0,22,Activo,1,0,0.0
1893,299.98,0.4,1,1.0,120.0,64,Activo,1,0,0.0
5258,299.98,0.4,1,1.0,120.0,1773,Perdido,1,0,0.0
5186,299.98,0.4,1,1.0,120.0,889,Perdido,1,0,0.0
4965,299.98,0.4,1,1.0,120.0,1354,Perdido,1,0,0.0
5261,299.98,0.4,1,1.0,120.0,1736,Perdido,1,0,0.0
1802,299.98,0.4,1,1.0,120.0,986,Perdido,1,0,0.0
4064,299.98,0.4,1,1.0,120.0,1331,Perdido,1,0,0.0
5352,299.98,0.4,1,1.0,120.0,1353,Perdido,1,1,1.0
825,299.98,0.4,1,1.0,120.0,119,Activo,1,0,0.0
2808,299.98,0.4,1,1.0,120.0,377,Perdido,1,1,1.0
4121,299.98,0.4,1,1.0,120.0,1745,Perdido,1,0,0.0
3077,299.98,0.4,1,1.0,120.0,88,Activo,1,0,0.0
2868,299.98,0.4,1,1.0,120.0,1338,Perdido,1,1,1.0
5286,299.98,0.4,1,1.0,120.0,1744,Perdido,1,0,0.0
4856,299.98,0.4,1,1.0,120.0,877,Perdido,1,0,0.0
5292,299.98,0.4,1,1.0,120.0,1286,Perdido,1,0,0.0
2045,299.98,0.4,1,1.0,120.0,33,Activo,1,0,0.0
5269,299.98,0.4,1,1.0,120.0,1287,Perdido,1,0,0.0
2063,299.98,0.4,1,1.0,120.0,40,Activo,1,0,0.0
907,299.98,0.4,1,1.0,120.0,117,Activo,1,0,0.0
3538,299.98,0.4,1,1.0,120.0,78,Activo,1,0,0.0
759,299.98,0.4,1,1.0,120.0,997,Perdido,1,0,0.0
2316,299.98,0.4,1,1.0,120.0,927,Perdido,1,0,0.0
3211,299.98,0.4,1,1.0,120.0,866,Perdido,1,0,0.0
